Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,yaw,filteredYaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position
585070,1,0,0,1,0,-8,0,1,1,1,5,0.5,100,2,290,-17.05,-19.97,307.63,307.02,307.63,-0.72,-0.75,23.39,-69,-20,-220,115,140,3,1.5,1.7,31.6,19,-1,270,1.1,1,0,0,0,0,40.75,1,0,1,
586050,-15,0,0,-15,0,-24,0,1,1,1,5,0.5,100,2,290,-17.94,-37.52,307.62,307.9,307.63,0.85,1.22,51.39,-69,-20,-220,115,140,3,1.5,1.7,31.6,19,-1,270,1.1,1,0,0,0,0,40.75,1,0,1,
587057,-31,0,0,-31,0,-39,0,1,1,1,5,0.5,100,2,290,-17.65,-55.31,307.64,307.72,307.64,0.3,0.13,136.31,-69,-20,-220,115,140,3,1.6,1.7,31.6,19,-1,268,1.1,1,0,0,0,0,40.81,1,0,1,
588050,-46,0,0,-46,1,-54,63641,1,1,1,5,0.5,100,2,290,-17.69,-73.07,307.65,307.64,307.65,-0.28,0.35,50.75,-69,-20,-220,115,140,3,1.6,1.7,31.6,19,-1,270,1.1,1,0,0,0,0,40.81,1,0,1,
589050,-59,0,0,-59,0,-66,0,1,1,1,5,0.5,100,2,290,-17.06,-90.07,307.63,307.15,307.63,-0.21,-0.37,105.31,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,265,1.1,1,0,0,0,0,40.81,1,0,1,
590050,-71,0,0,-71,0,-78,0,1,1,1,5,0.5,120,2,290,-17.05,-107.46,307.61,307.06,307.61,0.71,0.63,50.71,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,265,1.1,1,0,0,0,0,40.81,1,0,1,
591050,-83,0,0,-83,0,-90,0,1,1,1,5,0.5,120,2,290,-17.81,-125.22,307.6,307.76,307.61,-0.37,0.21,48.16,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,267,1.1,1,0,0,0,0,40.81,1,0,1,
592050,-94,0,0,-94,0,-101,0,1,1,1,5,0.5,120,2,290,-17.15,-142.53,307.61,307,307.6,0.45,-0.32,48.21,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,270,1.1,1,0,0,0,0,40.81,1,0,1,
593050,-101,0,0,-101,0,-110,0,1,1,1,5,0.5,120,2,290,-17.02,-159.35,307.56,307.19,307.56,-0.06,0.98,52.03,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,269,1.2,1,0,0,0,0,10.7,1,0,1,
594050,-114,0,0,-114,0,-120,0,1,1,1,5,0.5,120,2,290,-17,-176.55,307.54,306.94,307.54,1.15,0.07,49.3,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,269,1.2,1,0,0,0,0,10.7,1,0,1,
595050,-125,0,0,-125,0,-130,0,1,1,1,5,0.5,120,2,290,-17.41,-193.79,307.52,307.37,307.52,-0.56,0.2,50.82,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,270,1.2,1,0,0,0,0,10.7,1,0,1,
596069,-134,0,0,-134,0,-139,0,1,1,1,5,0.5,120,2,290,-16.35,-210.78,307.5,306.34,307.49,0.09,0.67,23.42,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,268,1.2,1,0,0,0,0,10.7,1,0,1,
597050,-139,0,0,-139,1,-146,6426,1,1,1,5,0.5,120,2,290,-15.71,-226.71,307.42,305.8,307.41,0.95,-0.44,51.28,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,269,1.2,1,0,0,0,0,7.71,1,0,1,
598056,-145,0,0,-145,0,-151,0,1,1,1,5,0.5,120,2,290,-14.62,-241.84,307.29,304.63,307.28,-1.29,1.06,136.39,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,270,1.2,1,0,0,0,0,7.74,1,0,1,
599050,-150,0,0,-150,1,-158,8526,1,1,1,5,0.5,120,2,290,-15.8,-257.17,307.17,305.71,307.16,1.62,0.06,50.77,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,268,1.2,1,0,0,0,0,7.74,1,0,1,
600050,-157,0,0,-157,0,-163,0,1,1,1,5,0.5,120,2,290,-15,-272.05,307.03,304.92,307.02,-0.58,-0.05,105.57,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,273,1.2,1,0,0,0,0,7.74,1,0,1,
601050,-162,0,0,-162,0,-167,0,1,1,1,5,0.5,120,2,290,-13.38,-285.96,306.85,303.36,306.84,0.23,0.78,48.9,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,271,1.2,1,0,0,0,0,7.74,1,0,1,
602050,-166,0,0,-166,0,-171,0,1,1,1,5,0.5,120,2,290,-12.96,-299.1,306.63,302.98,306.62,1.59,-0.46,51.85,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,274,1.2,1,0,0,0,0,7.74,1,0,1,
603051,-170,0,0,-170,1,-174,12583,1,1,1,5,0.5,120,2,290,-13.38,-312.19,306.41,303.49,306.4,-0.71,1.49,48.8,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,277,1.2,1,0,0,0,0,7.74,1,0,1,
604050,-175,0,0,-175,1,-175,14076,1,1,1,5,0.5,120,2,290,-12.04,-324.5,306.19,301.96,306.18,0.92,-1.09,51.25,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,273,1.2,1,0,0,0,0,7.74,1,0,1,
605050,-175,0,0,-175,1,-175,14076,1,1,1,5,0.5,120,2,290,-11.1,-335.8,305.91,301.14,305.89,-0.58,1.07,48.86,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,282,1.3,1,0,0,0,0,9.17,1,0,1,
606050,-179,0,0,-179,1,-179,16145,1,1,1,5,0.5,120,2,290,-10.55,-346.49,305.6,300.51,305.58,0.59,-0.17,51.5,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,277,1.3,1,0,0,0,0,41.39,1,0,1,
607070,-179,0,0,-179,1,-179,16145,1,1,1,5,0.5,120,2,290,-8.89,-355.82,305.23,298.88,305.21,-0.27,0.31,23.52,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,283,1.3,1,0,0,0,0,41.48,1,0,1,
608050,-179,0,0,-179,1,-179,16145,1,1,1,5,0.5,120,2,290,-8.99,-364.64,304.85,299.02,304.83,0.08,0.1,48.83,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,282,0.5,1,0,0,0,0,41.48,1,0,1,
609057,-179,0,0,-179,1,-179,16145,1,1,1,5,0.5,120,2,290,-8.01,-372.78,304.46,298.09,304.43,0.58,0.77,136.69,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,284,0.5,1,0,0,0,0,41.48,1,0,1,
610050,-179,0,0,-179,1,-179,16145,1,1,1,5,0.5,120,2,290,-6.77,-380.01,304.04,296.64,304.01,0.11,-0.05,48.36,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,285,0.5,1,0,0,0,0,41.48,1,0,1,
611050,-179,0,0,-179,1,-179,16145,1,1,1,5,0.5,120,2,290,-5.25,-385.65,303.52,295.29,303.51,-0.32,0.22,102.63,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,288,0.6,1,0,0,0,0,41.48,1,0,1,
612050,-174,0,0,-174,1,-174,22026,1,1,1,5,0.5,120,2,290,-4.5,-390.17,303.02,294.45,302.99,0.48,-0.32,47.72,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,289,0.6,1,0,0,0,0,41.48,1,0,1,
613050,-174,0,0,-174,2,-169,0,1,1,1,5,0.5,120,2,290,-4.02,-394.45,302.48,294,302.46,-0.45,0.41,51.55,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,292,0.6,1,0,0,0,0,41.48,1,0,1,
614050,-170,0,0,-170,1,-167,23482,1,1,1,5,0.5,120,2,290,-4.08,-398.48,301.99,293.91,301.96,0.54,0.31,48.88,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,291,0.6,1,0,0,0,0,41.48,1,0,1,
615050,-170,0,0,-170,2,-165,0,1,1,1,5,0.5,120,2,290,-2.75,-401.66,301.46,292.8,301.43,-0.33,-0.16,50.79,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,294,0.6,1,0,0,0,0,41.48,1,0,1,
616050,-166,0,0,-166,1,-166,25576,1,1,1,5,0.5,120,2,290,-2.38,-404.24,300.94,292.19,300.9,-0.08,-0.15,51.27,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,295,0.6,1,0,0,0,0,41.48,1,0,1,
617050,-162,0,0,-162,1,-162,27026,1,1,1,5,0.5,120,2,290,-1.08,-405.72,300.39,291.07,300.35,-0.11,0.05,48.23,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,295,0.7,1,0,0,0,0,41.79,1,0,1,
618070,-162,0,0,-162,2,-156,0,1,1,1,5,0.5,120,2,290,-0.83,-406.9,299.83,290.78,299.78,0.16,0.34,23.96,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,297,0.7,1,0,0,0,0,41.79,1,0,1,
619051,-157,0,0,-157,1,-151,28626,1,1,1,5,0.5,120,2,290,0.81,-406.51,299.23,289.38,299.19,-0.4,-0.22,49.21,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,297,0.7,1,0,0,0,0,41.79,1,0,1,
620050,-152,0,0,-152,1,-152,29526,1,1,1,5,0.5,120,2,290,0.26,-406.38,298.66,289.77,298.62,0.13,0.09,23.7,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,301,0.7,1,0,0,0,0,41.79,1,0,1,
621050,-147,0,0,-147,1,-146,30982,1,1,1,5,0.5,120,2,290,0.63,-405.76,298.1,289.21,298.07,0.08,-0.18,49.44,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,302,0.7,1,0,0,0,0,10.76,1,0,1,
622050,-147,0,0,-147,2,-142,0,1,1,1,5,0.5,120,2,290,1.86,-404.22,297.53,288.04,297.5,-0.66,-0.11,100.12,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,302,0.7,1,0,0,0,0,41.85,1,0,1,
623050,-143,0,0,-143,1,-138,32526,1,1,1,5,0.5,120,2,290,2.62,-401.74,296.93,287.34,296.9,-0.21,-0.14,48.8,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,303,0.8,1,0,0,0,0,41.85,1,0,1,
624050,-138,0,0,-138,1,-131,33476,1,1,1,5,0.5,120,2,290,4.54,-397.53,296.26,285.5,296.24,-0.15,-0.61,49.49,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,304,0.8,1,0,0,0,0,41.85,1,0,1,
625050,-131,0,0,-131,2,-125,0,1,1,1,5,0.5,120,2,290,4.19,-393.44,295.63,285.87,295.6,0.58,0.04,51.04,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,307,0.8,1,0,0,0,0,41.85,1,0,1,
626050,-126,0,0,-126,2,-120,0,1,1,1,5,0.5,120,2,290,5.38,-388.37,295,284.42,294.97,-0.68,-0.03,48.31,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,306,0.9,1,0,0,0,0,41.85,1,0,1,
627050,-116,0,0,-116,1,-116,36926,1,1,1,5,0.5,120,2,290,6.74,-381.85,294.31,283.28,294.28,0.65,-0.36,51.4,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,311,0.9,1,0,0,0,0,41.85,1,0,1,
628050,-111,0,0,-111,1,-111,38076,1,1,1,5,0.5,120,2,290,5.47,-376.37,293.7,284.54,293.66,-0.4,-0.49,48.79,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,309,0.9,1,0,0,0,0,41.85,1,0,1,
629069,-111,0,0,-111,2,-104,0,1,1,1,5,0.5,120,2,290,6.05,-370.58,293.12,283.92,293.08,0.52,0.18,24.14,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,309,1.1,1,0,0,0,0,41.85,1,0,1,
630050,-105,0,0,-105,1,-101,39576,1,1,1,5,0.5,120,2,290,6.17,-364.56,292.57,283.83,292.53,-1.39,-0.71,49.13,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,312,1.1,1,0,0,0,0,41.85,1,0,1,
631055,-101,0,0,-101,1,-101,40976,1,1,1,5,0.5,120,2,290,6.33,-358.4,292.03,283.65,292,0.54,0.38,147.67,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,313,1.1,1,0,0,0,0,41.85,1,0,1,
632050,-101,0,0,-101,2,-96,0,1,1,1,5,0.5,120,2,290,6.21,-352.18,291.53,283.75,291.5,-0.35,-0.65,51.35,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,313,1.3,1,0,0,0,0,41.85,1,0,1,
633050,-97,0,0,-97,1,-97,42576,1,1,1,5,0.5,120,2,290,6.78,-345.63,291.04,283.26,291.01,0.44,0.23,101.58,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,41.85,1,0,1,
634050,-93,0,0,-93,1,-93,44085,1,1,1,5,0.5,120,2,290,7.01,-338.68,290.56,282.95,290.53,-1.35,-0.17,50.75,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,12.22,1,0,1,
635051,-93,0,0,-93,2,-86,0,1,1,1,5,0.5,120,2,290,8.47,-330.54,290.05,281.51,290.03,1.42,-0.82,49.23,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,317,1.3,1,0,0,0,0,42.03,1,0,1,
636050,-87,0,0,-87,2,-81,0,1,1,1,5,0.5,120,2,290,8.92,-321.71,289.52,281.07,289.49,-1.29,0.76,50.69,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,317,1.3,1,0,0,0,0,13.75,1,0,1,
637050,-81,0,0,-81,2,-75,0,1,1,1,5,0.5,120,2,290,9,-312.75,289,281.17,288.97,1.66,-1.35,48.98,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,317,1.3,1,0,0,0,0,13.75,1,0,1,
638050,-76,0,0,-76,1,-74,47482,1,1,1,5,0.5,120,2,290,7.43,-305.17,288.59,282.47,288.56,-0.51,1.32,50.92,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,314,0.6,1,0,0,0,0,21.28,1,0,1,
639050,-76,0,0,-76,2,-71,0,1,1,1,5,0.5,120,2,290,8.42,-296.86,288.17,281.57,288.15,-0.78,-2.25,48.99,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,317,0.6,1,0,0,0,0,21.28,1,0,1,
640070,-72,0,0,-72,1,-72,49585,1,1,1,5,0.5,120,2,290,9.42,-288.04,287.76,280.58,287.72,0.86,2.03,23.29,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,313,0.6,1,0,0,0,0,21.28,1,0,1,
641050,-66,0,0,-66,1,-66,50976,1,1,1,5,0.5,120,2,290,8.45,-279.25,287.34,281.58,287.33,-0.1,-2.06,51.43,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,317,0.6,1,0,0,0,0,21.28,1,0,1,
642050,-65,0,0,-65,1,-65,50976,1,1,1,5,0.5,120,2,290,9.32,-270.18,286.97,280.55,286.95,0.15,1.63,23.85,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,316,0.6,1,0,0,0,0,42.21,1,0,1,
643050,-59,0,0,-59,1,-59,53076,1,1,1,5,0.5,120,2,290,9.61,-260.28,286.55,280.52,286.53,-0.26,-2.04,51.43,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,319,0.6,1,0,0,0,0,21.24,1,0,1,
644050,-54,0,0,-54,1,-51,53985,1,1,1,5,0.5,120,2,290,10.5,-250.11,286.16,279.43,286.13,-0.13,1.14,92.59,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,319,0.6,1,0,0,0,0,21.24,1,0,1,
645050,-49,0,0,-49,1,-49,54976,1,1,1,5,0.5,120,2,290,9.95,-239.77,285.75,280,285.73,0.6,-1.23,51.4,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,316,0.6,1,0,0,0,0,22.74,1,0,1,
646050,-44,0,0,-44,1,-44,55926,1,1,1,5,0.5,120,2,290,9.89,-230.03,285.41,280.08,285.4,0.03,1.55,48.1,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,317,0.7,1,0,0,0,0,22.74,1,0,1,
647050,-45,0,0,-45,2,-38,0,1,1,1,5,0.5,120,2,290,10.22,-219.71,285.06,279.87,285.05,-0.71,-1.64,51.19,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,319,0.7,1,0,0,0,0,13.75,1,0,1,
648050,-38,0,0,-38,1,-38,57582,1,1,1,5,0.5,120,2,290,9.46,-210.37,284.78,280.55,284.76,0.37,0.68,51.99,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,319,0.7,1,0,0,0,0,13.75,1,0,1,
649050,-38,0,0,-38,1,-38,57582,1,1,1,5,0.5,120,2,290,8.58,-201.53,284.55,281.43,284.54,0.63,0.19,48.9,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,317,0.7,1,0,0,0,0,42.25,1,0,1,
650050,-38,0,0,-38,2,-33,0,1,1,1,5,0.5,120,2,290,9.07,-192.45,284.34,280.97,284.33,-1.39,-0.8,51.35,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,317,0.7,1,0,0,0,0,42.25,1,0,1,
651070,-34,0,0,-34,1,-34,60426,1,1,1,5,0.5,120,2,290,7.53,-184.53,284.18,282.39,284.17,0.71,0.14,23.4,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,317,0.7,1,0,0,0,0,42.25,1,0,1,
652050,-34,0,0,-34,1,-33,60426,1,1,1,5,0.5,120,2,290,8.19,-176.41,284.04,281.76,284.04,-1,-0.14,51.43,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,319,0.7,1,0,0,0,0,21.24,1,0,1,
653070,-34,0,0,-34,1,-34,60426,1,1,1,5,0.5,120,2,290,8.18,-168.46,283.93,281.87,283.92,0.09,-0.08,23.39,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,317,0.7,1,0,0,0,0,21.24,1,0,1,
654050,-34,0,0,-34,1,-34,60426,1,1,1,5,0.5,120,2,290,7.53,-160.92,283.83,282.42,283.83,0.44,0.15,51.32,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,319,0.6,1,0,0,0,0,21.24,1,0,1,
655056,-34,0,0,-34,1,-34,60426,1,1,1,5,0.5,120,2,290,7.95,-152.88,283.72,282.1,283.72,-0.81,-0.33,136.46,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,314,0.6,1,0,0,0,0,21.24,1,0,1,
656050,-34,0,0,-34,1,-30,60426,1,1,1,5,0.5,120,2,290,7.2,-145.45,283.64,282.84,283.64,0.15,-0.37,49.3,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,317,0.6,1,0,0,0,0,42.37,1,0,1,
657057,-33,0,0,-33,1,-33,60426,1,1,1,5,0.5,120,2,290,6.24,-138.67,283.6,283.73,283.6,-0.41,-0.16,137.82,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,313,0.6,1,0,0,0,0,42.37,1,0,1,
658050,-33,0,0,-33,1,-33,60426,1,1,1,5,0.5,120,2,290,6.41,-132.23,283.61,283.5,283.61,0.56,0.01,48.87,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,313,0.6,1,0,0,0,0,42.37,1,0,1,
659050,-33,0,0,-33,1,-33,60426,1,1,1,5,0.5,120,2,290,7,-125.52,283.59,283.19,283.59,-1.13,0.11,102.92,-69,-20,-220,115,140,3,1.5,1.73,31.6,19,-1,315,0.6,1,0,0,0,0,42.52,1,0,1,
660050,-33,0,0,-33,1,-33,60426,1,1,1,5,0.5,120,2,290,6.05,-119.3,283.6,283.97,283.6,0.98,-1.05,49.5,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,316,1.4,1,0,0,0,0,42.52,1,0,1,
661050,-33,0,0,-33,1,-30,60426,1,1,1,5,0.5,120,2,290,6.22,-113.11,283.61,283.92,283.61,-0.64,0.59,52.04,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,313,1.4,1,0,0,0,0,42.52,1,0,1,
662050,-33,0,0,-33,1,-33,60426,1,1,1,5,0.5,120,2,290,5.5,-107.57,283.66,284.38,283.67,0.36,-0.77,49.56,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,314,1.4,1,0,0,0,0,42.52,1,0,1,
663050,-33,0,0,-33,2,-28,0,1,1,1,5,0.5,120,2,290,6.7,-101.06,283.66,283.52,283.66,-0.71,0.11,51.36,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,42.52,1,0,1,
664050,-29,0,0,-29,1,-29,7990,1,1,1,5,0.5,120,2,290,6.57,-94.81,283.68,283.24,283.67,-0.22,-0.74,51.33,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,18.29,1,0,1,
665050,-28,0,0,-28,1,-28,7990,1,1,1,5,0.5,120,2,290,5.23,-89.06,283.69,284.8,283.7,-0.37,-0.11,48.95,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,18.29,1,0,1,
666050,-28,0,0,-28,2,-23,0,1,1,1,5,0.5,120,2,290,7.11,-82.6,283.71,282.85,283.71,-0.56,0.07,51.47,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,42.7,1,0,1,
667051,-24,0,0,-24,1,-24,10890,1,1,1,5,0.5,120,2,290,6.25,-76.19,283.69,283.78,283.69,-0.01,-0.99,48.81,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,42.7,1,0,1,
668069,-19,0,0,-19,1,-19,12390,1,1,1,5,0.5,120,2,290,6.26,-70.26,283.71,283.69,283.71,-0.36,-0.03,24.07,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,315,1.3,1,0,0,0,0,18.26,1,0,1,
669050,-19,0,0,-19,1,-19,12390,1,1,1,5,0.5,120,2,290,5.83,-64.35,283.73,284.12,283.74,-0.16,-0.38,48.71,-69,-20,-220,115,140,3,1.6,1.73,31.6,19,-1,311,1.3,1,0,0,0,0,18.26,1,0,1,
670057,-19,0,0,-19,1,-19,12390,1,1,1,5,0.5,120,2,290,4.9,-59.43,283.8,285.25,283.81,-0.61,0.31,136.99,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,42.82,1,0,1,
671050,-19,0,0,-19,1,-14,12390,1,1,1,5,0.5,120,2,290,5.84,-53.93,283.87,284.18,283.87,0.08,-0.51,48.84,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,312,1.3,1,0,0,0,0,42.85,1,0,1,
672050,-14,0,0,-14,1,-14,16009,1,1,1,5,0.5,150,2,290,4.15,-49.5,283.94,285.86,283.95,-0.84,0.2,92.52,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,313,1.3,1,0,0,0,0,42.85,1,0,1,
673050,-14,0,0,-14,1,-14,16009,1,1,1,5,0.5,150,2,290,4.96,-44.78,284.04,285.06,284.04,0.05,-0.76,51.41,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,313,1.3,1,0,0,0,0,42.85,1,0,1,
674050,-14,0,0,-14,1,-14,16009,1,1,1,5,0.5,150,2,290,3.35,-41.3,284.16,286.68,284.16,-0.12,0.57,48.8,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,313,1.3,1,0,0,0,0,43.01,1,0,1,
675050,-14,0,0,-14,1,-14,16009,1,1,1,8,0.5,150,2,290,3.74,-37.69,284.3,286.19,284.3,0.63,-1.03,50.88,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,310,1.3,1,0,0,0,0,43.01,1,0,1,
676050,-14,0,0,-14,1,-14,16009,1,1,1,8,0.5,150,2,290,3.82,-33.9,284.42,286.2,284.42,-1.79,0.38,48.76,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,314,1.3,1,0,0,0,0,42.82,1,0,1,
677050,-14,0,0,-14,1,-14,16009,1,1,1,8,0.5,150,2,290,4.13,-30.08,284.53,285.77,284.54,-0.06,-0.95,51.39,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,310,1.3,1,0,0,0,0,42.82,1,0,1,
678050,-14,0,0,-14,1,-10,16009,1,1,1,8,0.5,150,2,290,2.99,-27,284.66,286.94,284.67,-0.28,0.05,48.91,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,312,1.3,1,0,0,0,0,42.82,1,0,1,
679069,-14,0,0,-14,1,-14,16009,1,1,1,8,0.5,150,2,290,3.03,-23.95,284.8,286.91,284.81,-0.59,-0.7,23.97,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,308,1.3,1,0,0,0,0,42.89,1,0,1,
680050,-14,0,0,-14,1,-10,16009,1,1,1,8,0.5,150,2,290,2.32,-21.38,284.94,287.59,284.95,-0.02,0.01,50.67,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,310,1.3,1,0,0,0,0,43.13,1,0,1,
681056,-10,0,0,-10,1,-10,25490,1,1,1,8,0.5,150,2,290,3.12,-18.13,285.06,286.95,285.07,-1.06,-0.25,132.49,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,310,1.3,1,0,0,0,0,43.13,1,0,1,
682050,-10,0,0,-10,1,-10,25490,1,1,1,8,0.5,150,2,290,1.83,-16.11,285.22,288.21,285.23,0.42,-0.67,50.69,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,309,1.3,1,0,0,0,0,43.13,1,0,1,
683051,-10,0,0,-10,1,-10,25490,1,1,1,8,0.5,150,2,290,0.72,-14.92,285.43,289.3,285.43,-0.25,0.82,100.04,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,308,1.3,1,0,0,0,0,43.13,1,0,1,
684050,-14,0,0,-14,1,-14,28447,1,1,1,8,0.5,150,2,290,0.96,-14.22,285.66,289,285.67,-0.04,-1.18,50.78,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,307,1.3,1,0,0,0,0,43.07,1,0,1,
685050,-14,0,0,-14,0,-19,0,1,1,1,8,0.5,150,2,290,0.93,-13.52,285.89,289.08,285.9,-0.84,0.3,49.45,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,309,1.3,1,0,0,0,0,43.07,1,0,1,
686050,-18,0,0,-18,1,-18,29940,1,1,1,8,0.5,150,2,290,1.68,-12.43,286.08,288.32,286.09,-0.37,-0.45,51.45,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,306,1.3,1,0,0,0,0,43.07,1,0,1,
687050,-18,0,0,-18,1,-21,29940,1,1,1,8,0.5,150,2,290,0.49,-11.78,286.26,289.52,286.27,0.85,0.46,49.54,-69,-20,-220,115,140,3,1.7,1.73,31.6,19,-1,306,1.3,1,0,0,0,0,12.19,1,0,1,
