Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,yaw,filteredYaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position
1788050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,5.75,368,76.38,24.4,76.18,-0.09,1.33,50.73,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,173,0.8,1,0,0,0,0,59.98,1,0,1,
1789050,184,0,0,184,1,661,19128,1,0,1,8,0.5,200,2,30,4.99,368,73.17,25.13,73.05,-0.72,1.8,48.93,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,176,0.8,1,0,0,0,0,59.92,1,0,1,
1790050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,2.13,368,70.39,28.03,70.23,-1.05,1.9,52,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,170,0.8,1,0,0,0,0,59.98,1,0,1,
1791050,184,0,0,184,1,681,21128,1,0,1,8,0.5,200,2,30,-0.5,368,67.85,30.52,67.74,-0.91,1.61,48.92,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,168,1.1,1,0,0,0,0,59.98,1,0,1,
1792050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-3.83,368,65.7,34.03,65.58,-1.22,1.66,48.85,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,163,1.1,1,0,0,0,0,59.89,1,0,1,
1793050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-6.33,368,63.8,36.47,63.73,-1.51,2.74,51.49,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,162,1.1,1,0,0,0,0,59.92,1,0,1,
1794069,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-9.89,368,62.27,40.2,62.15,-2.03,2.12,23.41,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,158,1.1,1,0,0,0,0,59.92,1,0,1,
1795050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-14.53,368,61.04,44.73,60.98,-1.56,2.58,50.71,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,153,1.1,1,0,0,0,0,59.95,1,0,1,
1796057,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-20.15,368,60.18,50.63,60.13,-1.67,3.87,137.21,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,153,1.1,1,0,0,0,0,59.95,1,0,1,
1797050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-25.02,368,59.71,55.41,59.7,-1.5,3.1,51.42,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,150,0.6,1,0,0,0,0,59.92,1,0,1,
1798050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-31.99,368,59.64,62.21,59.65,-1.96,3.57,103.18,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,143,0.6,1,0,0,0,0,59.89,1,0,1,
1799050,184,0,0,184,2,184,0,1,0,1,8,0.5,200,2,30,-37.35,368,59.96,67.54,59.97,-2.48,0.22,52.14,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,143,0.6,1,0,0,0,0,59.98,1,0,1,
1800050,184,0,0,184,1,155,30128,1,0,1,8,0.5,200,2,30,-44.83,368,60.63,75.24,60.66,-3.04,3.07,52,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,133,1.1,1,0,0,0,0,59.83,1,0,1,
1801050,140,0,0,140,0,50,0,1,0,1,8,0.5,200,2,30,-51.82,284,61.71,82.19,61.79,-1.23,0.99,48.88,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,135,1.1,1,0,0,0,0,59.83,1,0,1,
1802050,94,0,0,94,0,-65,0,1,1,1,8,0.5,200,2,30,-58.91,227.01,63.16,89.43,63.24,-2.06,1.56,52.05,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,130,1.1,1,0,0,0,0,59.95,1,0,1,
1803051,40,0,0,40,0,-189,0,1,1,1,8,0.5,200,2,30,-65.92,162.29,64.97,96.21,65.05,-1.5,0.26,49.33,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,130,0.6,1,0,0,0,0,59.86,1,0,1,
1804050,-5,0,0,-5,0,-318,0,1,1,1,8,0.5,200,2,30,-72.37,91.35,67.08,102.76,67.21,-0.83,0.61,50.78,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,128,0.6,1,0,0,0,0,59.86,1,0,1,
1805070,-59,0,0,-59,0,-446,0,1,1,1,8,0.5,200,2,30,-77.77,14.52,69.42,108.15,69.62,-0.38,1.48,23.5,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,130,0.6,1,0,0,0,0,59.89,1,0,1,
1806050,-106,0,0,-106,0,-567,0,1,1,1,8,0.5,200,2,30,-80.3,-65.43,71.85,110.42,72,1.06,-0.22,50.83,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,129,0.6,1,0,0,0,0,59.86,1,0,1,
1807056,-149,0,0,-149,0,-676,0,1,1,1,8,0.5,200,2,30,-82.71,-147.54,74.26,112.92,74.43,-0.71,1.03,136.84,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,127,0.7,1,0,0,0,0,59.86,1,0,1,
1808050,-196,0,0,-196,0,-777,0,1,1,1,8,0.5,200,2,30,-84.63,-231.89,76.69,114.57,76.83,0.51,0,48.85,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,125,0.7,1,0,0,0,0,59.56,1,0,1,
1809050,-247,0,0,-247,0,-863,0,1,1,1,8,0.5,200,2,30,-84.32,-316.28,78.99,114.21,79.12,0.71,1.36,102.75,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,125,0.9,1,0,0,0,0,27.16,1,0,1,
1810050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-83.35,-584,81.12,113.36,81.24,0.69,0.84,48.68,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,128,0.9,1,0,0,0,0,59.89,1,0,1,
1811050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-81.41,-586,83.06,111.32,83.13,-0.24,0.42,51.3,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,128,0.9,1,0,0,0,0,59.89,1,0,1,
1812050,-293,0,0,-293,1,-1053,42128,0,1,1,8,0.5,200,2,30,-78.78,-586,84.67,108.5,84.76,1.38,1.43,48.82,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,128,0.8,1,0,0,0,0,59.89,1,0,1,
1813050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-76.24,-586,86.08,106.3,86.15,0.6,0.62,52.12,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,133,0.8,1,0,0,0,0,59.83,1,0,1,
1814050,-293,0,0,-293,1,-1089,44128,0,1,1,8,0.5,200,2,30,-73.68,-586,87.23,103.51,87.29,0.52,0.76,48.83,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,132,0.8,1,0,0,0,0,59.86,1,0,1,
1815050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-70.68,-586,88.16,100.53,88.2,1.1,1.62,51.43,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,137,0.8,1,0,0,0,0,59.86,1,0,1,
1816050,-293,0,0,-293,1,-1066,46128,0,1,1,8,0.5,200,2,30,-66.53,-586,88.79,96.24,88.82,1.71,-0.18,51.4,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,137,0.5,1,0,0,0,0,59.95,1,0,1,
1817050,-293,0,0,-293,1,-1033,47128,0,1,1,8,0.5,200,2,30,-61.92,-586,89.12,91.59,89.13,0.36,1.66,49.39,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,138,0.5,1,0,0,0,0,59.95,1,0,1,
1818070,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-57.44,-586,89.15,87.11,89.14,1.7,0.76,23.91,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,142,0.5,1,0,0,0,0,59.83,1,0,1,
1819051,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-52.94,-586,88.9,82.72,88.88,0.56,0.63,48.63,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,143,1,1,0,0,0,0,59.86,1,0,1,
1820057,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-48.13,-586,88.4,77.81,88.35,0.95,0.63,135.21,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,143,1,1,0,0,0,0,59.86,1,0,1,
1821050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-42.72,-586,87.61,72.38,87.55,2.01,1.3,48.16,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,147,1,1,0,0,0,0,59.86,1,0,1,
1822050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-37.51,-586,86.53,67.24,86.46,1.82,-0.11,105.66,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,150,1,1,0,0,0,0,59.86,1,0,1,
1823050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-30.99,-586,85.16,60.64,85.1,2.06,-0.64,48.95,-69,-20,-220,115,140,11,0.8,2.7,32.6,19,-1,150,1,1,0,0,0,0,59.77,1,0,1,
1824050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-25.5,-586,83.5,55.27,83.44,1.52,0.71,49.33,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,154,1,1,0,0,0,0,59.86,1,0,1,
1825050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-19.51,-586,81.62,49.23,81.54,2.19,-0.83,52.09,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,160,1,1,0,0,0,0,59.95,1,0,1,
1826050,-293,0,0,-293,0,-293,0,0,1,1,8,0.5,200,2,30,-12.67,-586,79.47,42.41,79.35,1.62,-0.31,48.75,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,160,1,1,0,0,0,0,59.77,1,0,1,
1827050,-293,0,0,-293,1,-313,57128,0,1,1,8,0.5,200,2,30,-5.74,-586,76.99,35.48,76.88,1.67,-0.54,50.74,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,164,1,1,0,0,0,0,59.77,1,0,1,
1828050,-276,0,0,-276,2,-214,0,0,1,1,8,0.5,200,2,30,2.21,-556,74.24,27.45,74.12,1.53,-2.75,48.84,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,166,1,1,0,0,0,0,27.19,1,0,1,
1829068,-226,0,0,-226,2,-112,0,1,1,1,8,0.5,200,2,30,8.45,-549.2,71.22,21.12,71.02,0.56,-0.5,24.01,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,169,0.4,1,0,0,0,0,15.06,1,0,1,
1830050,-174,0,0,-174,2,-12,0,1,1,1,8,0.5,200,2,30,14.45,-536.18,68.06,15.2,67.86,0.86,-0.74,48.8,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,172,0.4,1,0,0,0,0,59.8,1,0,1,
1831055,-129,0,0,-129,2,86,0,1,1,1,8,0.5,200,2,30,18.93,-518.07,64.64,10.85,64.48,-1.39,-0.81,147.32,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,174,0.4,1,0,0,0,0,59.8,1,0,1,
1832050,-78,0,0,-78,2,174,0,1,1,1,8,0.5,200,2,30,23.48,-495.81,61.3,6.31,61.09,-0.26,-1.23,51.37,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,174,0.5,1,0,0,0,0,59.8,1,0,1,
1833050,-30,0,0,-30,2,262,0,1,1,1,8,0.5,200,2,30,27.13,-468.54,57.69,2.85,57.63,-1.28,0.26,92.7,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,183,0.5,1,0,0,0,0,59.71,1,0,1,
1834050,18,0,0,18,2,331,0,1,1,1,8,0.5,200,2,30,29,-440.9,54.43,0.86,54.24,0.27,-0.01,52.06,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,187,0.5,1,0,0,0,0,59.74,1,0,1,
1835051,73,0,0,73,0,73,43,1,1,1,8,0.5,200,2,30,31,-410.2,60.46,358.92,61.18,-0.25,-0.24,48.3,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,191,0.5,1,0,0,0,0,59.71,1,0,1,
1836050,51,0,0,51,0,-553,0,1,1,1,8,0.5,200,2,30,31.7,-379.01,78.24,358.23,79.28,-0.39,-0.16,51.4,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,190,0.5,1,0,0,0,0,59.71,1,0,1,
1837050,1,0,0,1,0,-1035,0,1,1,1,8,0.5,200,2,30,31.81,-347.14,95.46,358.22,96.28,-1.09,0.95,49.04,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,188,0.5,1,0,0,0,0,59.71,1,0,1,
1838050,-48,0,0,-48,0,-1392,0,1,1,1,8,0.5,200,2,30,33.03,-314.29,111.58,356.92,112.19,0.81,0.7,50.76,-69,-20,-220,115,140,11,0.9,2.7,32.6,19,-1,190,0.5,1,0,0,0,0,59.71,1,0,1,
1839050,-95,0,0,-95,0,-1636,0,1,1,1,8,0.5,200,2,30,33.74,-280.88,126.2,356.18,127.07,-0.52,0.11,48.82,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,192,1.1,1,0,0,0,0,59.71,1,0,1,
1840070,-144,0,0,-144,1,-144,5062,1,1,1,8,0.5,200,2,30,34.32,-246.86,140.21,355.63,141.33,0.25,1.35,23.4,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,190,1.1,1,0,0,0,0,27.92,1,0,1,
1841050,-145,0,0,-145,1,-145,5062,1,1,1,8,0.5,200,2,30,34.64,-212.34,153.33,355.27,154.08,-0.37,0.94,52.11,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,191,1.1,1,0,0,0,0,27.92,1,0,1,
1842057,-145,0,0,-145,1,-145,5062,1,1,1,8,0.5,200,2,30,36.16,-176.34,165.83,353.81,166.4,-0.22,0.68,136.69,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,192,0.5,1,0,0,0,0,59.65,1,0,1,
1843050,-145,0,0,-145,1,-1993,5062,1,1,1,8,0.5,200,2,30,36.71,-140.14,177.04,353.29,177.69,-0.09,1.04,52.14,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,192,0.5,1,0,0,0,0,59.65,1,0,1,
1844050,-145,0,0,-145,1,-145,5062,1,1,1,8,0.5,200,2,30,37.69,-102.72,187.74,352.04,188.36,0.17,0.69,102.8,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,194,0.5,1,0,0,0,0,59.74,1,0,1,
1845050,-145,0,0,-145,1,-145,5062,1,1,1,8,0.5,200,2,30,39.14,-63.82,197.71,350.7,198.28,-0.5,1.1,51.32,-69,-20,-220,115,140,11,1,2.7,32.6,19,-1,196,0.7,1,0,0,0,0,59.56,1,0,1,
1846050,-145,0,0,-145,1,-145,5062,1,1,1,8,0.5,200,2,30,40.11,-23.69,207.21,349.88,207.55,-0.24,0.1,48.86,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,195,0.7,1,0,0,0,0,27.8,1,0,1,
1847050,-145,0,0,-145,1,-1789,5062,1,1,1,8,0.5,200,2,30,41.22,17.15,215.84,348.75,216.18,-0.06,1.59,50.88,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,195,1,1,0,0,0,0,59.68,1,0,1,
1848050,-165,0,0,-165,0,-1696,0,1,1,1,8,0.5,200,2,30,43.11,59.2,223.82,346.76,224.21,-0.05,0.35,52.12,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,197,1,1,0,0,0,0,59.68,1,0,1,
1849050,-215,0,0,-215,0,-1588,0,1,1,1,8,0.5,200,2,30,44.75,103.62,231.19,345.2,231.62,0.48,0.77,48.76,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,199,1,1,0,0,0,0,59.65,1,0,1,
1850050,-268,0,0,-268,0,-1476,0,1,1,1,8,0.5,200,2,30,46.55,149.79,238.08,343.41,238.47,-0.41,1.12,52.03,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,201,1,1,0,0,0,0,59.62,1,0,1,
1851070,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,49.21,-596,244.42,340.51,244.92,0.25,0.62,23.38,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,201,1,1,0,0,0,0,59.68,1,0,1,
1852050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,51.14,-596,250.22,338.82,250.56,-0.46,0.71,51.57,-69,-20,-220,115,140,11,1.1,2.7,32.6,19,-1,203,1,1,0,0,0,0,59.65,1,0,1,
1853057,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,53.13,-596,255.56,336.7,255.91,0.29,1.58,135.94,-69,-20,-220,115,140,11,1.1,32.8,32.8,19,-1,206,0.9,1,0,0,0,0,59.65,1,0,1,
1854050,-298,0,0,-298,1,-1167,18599,0,1,1,8,0.5,200,2,30,54.68,-596,260.46,335.14,260.74,0.23,0.72,51.38,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,207,0.9,1,0,0,0,0,59.74,1,0,1,
1855050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,56.91,-596,264.96,332.93,265.22,-0.4,-0.05,107.11,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,212,0.9,1,0,0,0,0,59.74,1,0,1,
1856050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,58.16,-596,269.07,331.64,269.31,-0.64,1.02,48.87,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,213,0.9,1,0,0,0,0,59.62,1,0,1,
1857050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,59.96,-596,272.93,329.97,273.07,0.77,-0.01,50.83,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,219,0.9,1,0,0,0,0,59.68,1,0,1,
1858050,-298,0,0,-298,1,-858,22592,0,1,1,8,0.5,200,2,30,61.83,-596,276.35,328.15,276.48,-0.47,1.24,48.42,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,219,0.9,1,0,0,0,0,59.68,1,0,1,
1859050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,62.59,-596,279.44,327.4,279.59,0.05,0.56,52.11,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,219,0.9,1,0,0,0,0,59.65,1,0,1,
1860050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,64.14,-596,282.36,325.77,282.47,-0.46,0.41,48.89,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,223,0.7,1,0,0,0,0,59.68,1,0,1,
1861050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,65.7,-596,284.9,324.11,285.04,0.71,1.07,51.28,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,225,0.7,1,0,0,0,0,59.71,1,0,1,
1862070,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,67.74,-596,287.22,322.17,287.41,-0.15,-0.04,23.24,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,226,0.7,1,0,0,0,0,59.71,1,0,1,
1863050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,69.44,-596,289.34,320.51,289.42,0.12,1.03,51.46,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,228,0.7,1,0,0,0,0,59.71,1,0,1,
1864050,-298,0,0,-298,0,-298,0,0,1,1,8,0.5,200,2,30,70.96,-596,291.15,319.01,291.26,-0.27,-0.02,23.76,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,231,0.7,1,0,0,0,0,59.71,1,0,1,
1865050,-298,0,0,-298,1,-354,29592,0,1,1,8,0.5,200,2,30,71.66,-596,292.84,318.15,292.93,0.37,0.82,49.31,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,233,0.7,1,0,0,0,0,59.77,1,0,1,
1866050,-298,0,0,-298,2,-290,0,0,1,1,8,0.5,200,2,30,73.61,-596,294.38,316.42,294.4,0.36,0.53,104.73,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,238,0.7,1,0,0,0,0,59.71,1,0,1,
1867051,-271,0,0,-271,2,-234,0,0,1,1,8,0.5,200,2,30,74.21,-546,295.67,315.68,295.75,-0.81,0.22,48.23,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,238,0.7,1,0,0,0,0,59.74,1,0,1,
1868050,-222,0,0,-222,2,-174,0,1,1,1,8,0.5,200,2,30,74.82,-470.6,296.9,315.11,296.94,0.85,0.36,51.74,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,242,0.8,1,0,0,0,0,59.74,1,0,1,
1869050,-173,0,0,-173,2,-113,0,1,1,1,8,0.5,200,2,30,75.76,-395.76,297.96,314.17,298.02,-0.77,0.03,48.24,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,243,0.8,1,0,0,0,0,59.74,1,0,1,
1870050,-129,0,0,-129,2,-53,0,1,1,1,8,0.5,200,2,30,75.93,-319.86,298.95,314.03,299,-0.12,0.71,52.06,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,244,0.8,1,0,0,0,0,59.74,1,0,1,
1871050,-80,0,0,-80,2,7,0,1,1,1,8,0.5,200,2,30,76.43,-243.09,299.86,313.52,299.9,0.68,-0.05,49.49,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,249,0.9,1,0,0,0,0,59.74,1,0,1,
1872050,-32,0,0,-32,2,67,0,1,1,1,8,0.5,200,2,30,77.02,-166.9,300.68,312.99,300.72,-0.96,0.55,48.27,-69,-20,-220,115,140,11,1.2,32.8,32.8,19,-1,246,0.9,1,0,0,0,0,59.71,1,0,1,
1873069,20,0,0,20,2,126,0,1,1,1,8,0.5,200,2,30,76.74,-89.89,301.42,313.23,301.48,-0.33,-0.84,24,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,246,0.9,1,0,0,0,0,59.71,1,0,1,
1874050,69,0,0,69,2,182,0,1,1,1,8,0.5,200,2,30,76.35,-13.4,302.15,313.7,302.19,-0.31,0.53,48.83,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,249,0.9,1,0,0,0,0,59.71,1,0,1,
1875055,112,0,0,112,2,233,0,1,1,1,8,0.5,200,2,30,75.23,62.22,302.88,314.9,302.93,0.73,-0.23,146.63,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,252,0.9,1,0,0,0,0,59.83,1,0,1,
1876050,161,0,0,161,2,161,0,1,0,1,8,0.5,200,2,30,73.9,318,303.65,316.24,303.69,-0.34,0.68,48.83,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,248,0.9,1,0,0,0,0,59.59,1,0,1,
1877050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,72.93,324,304.45,317.25,304.49,-0.36,-0.95,97.05,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,249,0.9,1,0,0,0,0,59.83,1,0,1,
1878050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,70.81,324,305.29,319.42,305.34,0.89,1.25,48.88,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,247,0.9,1,0,0,0,0,59.77,1,0,1,
1879050,162,0,0,162,1,409,43599,1,0,1,8,0.5,200,2,30,70.35,324,306.18,319.69,306.21,-0.23,-0.24,51.09,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,245,0.9,1,0,0,0,0,59.77,1,0,1,
1880050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,70.13,324,307,319.9,307.03,0.36,0.08,51.36,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,243,0.9,1,0,0,0,0,59.71,1,0,1,
1881050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,68.9,324,307.79,321.28,307.83,-0.24,0.1,48.1,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,241,0.9,1,0,0,0,0,59.74,1,0,1,
1882050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,67.69,324,308.64,322.35,308.69,0.57,0.56,50.78,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,238,0.9,1,0,0,0,0,59.74,1,0,1,
1883051,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,65.76,324,309.53,324.3,309.58,-0.22,0.23,48.71,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,236,0.8,1,0,0,0,0,59.8,1,0,1,
1884069,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,64.91,324,310.46,325.18,310.53,0.05,-0.35,23.91,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,232,0.8,1,0,0,0,0,59.8,1,0,1,
1885050,162,0,0,162,1,492,49592,1,0,1,8,0.5,200,2,30,63.63,324,311.4,326.46,311.44,-1.36,-0.5,48.9,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,231,0.8,1,0,0,0,0,27.19,1,0,1,
1886069,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,62.25,324,312.35,327.82,312.43,-0.58,-0.27,24,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,228,0.6,1,0,0,0,0,59.59,1,0,1,
1887050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,60.48,324,313.36,329.57,313.4,-0.61,-0.03,48.88,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,226,0.6,1,0,0,0,0,30.36,1,0,1,
1888050,162,0,0,162,1,162,53042,1,0,1,8,0.5,200,2,30,59.78,324,314.34,330.27,314.41,0.03,0.06,23.65,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,227,0.6,1,0,0,0,0,59.71,1,0,1,
1889050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,57.39,324,315.38,332.67,315.44,-1.14,-0.07,51.47,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,221,0.6,1,0,0,0,0,59.71,1,0,1,
1890050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,56.78,324,316.47,333.27,316.49,0.05,0.42,102.25,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,220,0.6,1,0,0,0,0,59.74,1,0,1,
1891050,162,0,0,162,2,162,0,1,0,1,8,0.5,200,2,30,54.77,324,317.52,335.35,317.58,-0.93,-0.33,51.41,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,217,0.6,1,0,0,0,0,59.71,1,0,1,
1892050,162,0,0,162,1,439,56592,1,0,1,8,0.5,200,2,30,53.44,324,318.67,336.53,318.71,0.28,0.37,49.01,-69,-20,-220,115,140,11,1.3,32.8,32.8,19,-1,215,0.6,1,0,0,0,0,59.89,1,0,1,
