Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,,yaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position,
679050,27,0,0,27,1,27,4709,1,1,1,2.00,0.20,8.00,2,200.00,1.05,129.01,197.35,,198.60,-2.10,0.66,50.90,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.30,2.12,45.80,21.00,-1,326.00,1.00,1,0,0,0,0,44.71,1,0,1,,
680050,31,0,0,31,1,31,24440,1,1,1,2.00,0.20,8.00,2,200.00,4.77,133.11,197.21,,195.16,0.33,0.56,51.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.40,2.12,45.80,20.00,-1,325.00,1.00,1,0,0,0,0,44.71,1,0,1,,
681050,36,0,0,36,1,36,25590,1,1,1,2.00,0.20,8.00,2,200.00,5.33,138.38,196.76,,195.03,-1.38,-1.02,48.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.40,2.12,45.80,21.00,-1,325.00,1.00,1,0,0,0,0,21.21,1,0,1,,
682050,30,0,0,30,1,30,26390,1,1,1,2.00,0.20,8.00,2,200.00,-0.55,138.68,197.10,,200.38,-1.15,0.19,51.44,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.50,2.12,45.80,20.00,-1,325.00,1.10,1,0,0,0,0,21.21,1,0,1,,
683051,29,0,0,29,1,29,26390,1,1,1,2.00,0.20,8.00,2,200.00,0.43,138.44,197.67,,199.55,0.08,-0.18,48.89,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.50,2.12,45.80,21.00,-1,324.00,1.10,1,0,0,0,0,13.72,1,0,1,,
684069,29,0,0,29,2,34,0,1,1,1,2.00,0.20,8.00,2,200.00,3.52,141.61,197.64,,196.69,-1.47,0.15,23.78,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.60,46.00,46.00,21.00,-1,325.00,1.10,1,0,0,0,0,13.72,1,0,1,,
685050,33,0,0,33,1,30,29090,1,1,1,2.00,0.20,8.00,2,200.00,1.03,142.83,197.71,,199.23,-1.98,-0.28,49.66,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.60,46.00,46.00,21.00,-1,326.00,1.10,1,0,0,0,0,13.72,1,0,1,,
686057,28,0,0,28,1,28,30390,1,1,1,2.00,0.20,8.00,2,200.00,-0.57,142.31,198.18,,200.19,0.35,0.60,137.44,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.70,46.00,46.00,20.00,-1,324.00,1.10,1,0,0,0,0,21.24,1,0,1,,
687050,28,0,0,28,1,28,30390,1,1,1,2.00,0.20,8.00,2,200.00,2.19,144.69,198.20,,197.72,-1.58,0.66,48.30,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.70,46.00,46.00,21.00,-1,324.00,1.20,1,0,0,0,0,21.24,1,0,1,,
688050,28,0,0,28,2,35,0,1,1,1,2.00,0.20,8.00,2,200.00,3.31,147.43,198.02,,197.16,-1.32,-0.42,97.24,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.70,46.00,46.00,21.00,-1,325.00,1.20,1,0,0,0,0,21.24,1,0,1,,
689050,34,0,0,34,1,34,33046,1,1,1,2.00,0.20,8.00,2,200.00,1.53,148.81,198.09,,198.37,-1.30,0.36,51.55,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,46.00,46.00,20.00,-1,324.00,1.20,1,0,0,0,0,21.24,1,0,1,,
690050,34,0,0,34,1,34,33046,1,1,1,2.00,0.20,8.00,2,200.00,1.48,150.67,198.11,,198.72,-1.68,0.33,49.16,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,46.00,46.00,21.00,-1,324.00,1.30,1,0,0,0,0,21.24,1,0,1,,
691050,34,0,0,34,1,34,33046,1,1,1,2.00,0.20,8.00,2,200.00,2.89,152.35,198.23,,196.90,-1.20,0.10,50.80,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,46.00,46.00,20.00,-1,325.00,1.30,1,0,0,0,0,21.24,1,0,1,,
692050,34,0,0,34,1,34,33046,1,1,1,2.00,0.20,8.00,2,200.00,2.63,154.76,198.11,,197.03,-1.17,0.80,49.60,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,46.00,46.00,20.00,-1,324.00,1.30,1,0,0,0,0,21.24,1,0,1,,
693050,34,0,0,34,1,34,33046,1,1,1,2.00,0.20,8.00,2,200.00,3.58,158.30,197.88,,196.15,-2.61,0.72,51.44,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,46.00,46.00,21.00,-1,325.00,1.30,1,0,0,0,0,9.17,1,0,1,,
694050,34,0,0,34,1,34,33046,1,1,1,2.00,0.20,8.00,2,200.00,2.43,160.75,197.84,,197.22,-0.25,0.14,48.25,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,46.00,46.00,20.00,-1,325.00,1.30,1,0,0,0,0,9.17,1,0,1,,
695050,40,0,0,40,1,37,39640,1,1,1,2.00,0.20,8.00,2,200.00,2.25,164.12,197.60,,197.95,-1.10,-0.74,50.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,46.00,46.00,20.00,-1,325.00,1.40,1,0,0,0,0,42.40,1,0,1,,
696050,35,0,0,35,1,35,40390,1,1,1,2.00,0.20,8.00,2,200.00,1.22,164.99,197.81,,198.66,-2.41,1.93,51.49,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,46.00,46.00,21.00,-1,325.00,1.40,1,0,0,0,0,19.69,1,0,1,,
697070,35,0,0,35,1,35,40390,1,1,1,2.00,0.20,8.00,2,200.00,1.50,166.32,197.94,,198.56,-0.88,-0.55,23.20,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,46.00,46.00,20.00,-1,324.00,1.40,1,0,0,0,0,19.69,1,0,1,,
698050,35,0,0,35,1,37,40390,1,1,1,2.00,0.20,8.00,2,200.00,2.44,168.50,197.95,,197.46,-1.15,0.51,52.03,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,46.00,46.00,21.00,-1,325.00,1.40,1,0,0,0,0,41.88,1,0,1,,
699057,35,0,0,35,2,40,0,1,1,1,2.00,0.20,8.00,2,200.00,3.66,171.56,197.81,,196.07,-2.65,1.08,136.31,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,46.00,46.00,20.00,-1,327.00,1.40,1,0,0,0,0,12.19,1,0,1,,
700050,39,0,0,39,1,39,43947,1,1,1,2.00,0.20,8.00,2,200.00,2.17,174.00,197.65,,197.87,-0.77,-0.49,51.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,21.00,-1,328.00,1.40,1,0,0,0,0,40.20,1,0,1,,
701050,39,0,0,39,1,39,43947,1,1,1,2.00,0.20,8.00,2,200.00,2.62,176.34,197.67,,197.24,-0.88,0.44,101.58,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,20.00,-1,326.00,1.50,1,0,0,0,0,19.72,1,0,1,,
702050,39,0,0,39,1,39,43947,1,1,1,2.00,0.20,8.00,2,200.00,3.71,180.01,197.44,,196.32,-1.68,0.28,51.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,20.00,-1,327.00,1.50,1,0,0,0,0,19.72,1,0,1,,
703050,39,0,0,39,1,43,43947,1,1,1,2.00,0.20,8.00,2,200.00,3.88,183.69,197.30,,196.17,-0.30,-0.62,48.33,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,329.00,1.40,1,0,0,0,0,19.63,1,0,1,,
704050,39,0,0,39,1,44,43947,1,1,1,2.00,0.20,8.00,2,200.00,3.87,187.43,197.10,,196.35,0.55,-1.60,48.92,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,328.00,1.40,1,0,0,0,0,38.59,1,0,1,,
705050,43,0,0,43,1,43,49040,1,1,1,2.00,0.20,8.00,2,200.00,3.47,190.19,197.06,,196.64,0.59,-1.01,51.23,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,327.00,1.40,1,0,0,0,0,19.72,1,0,1,,
706050,43,0,0,43,1,43,49040,1,1,1,2.00,0.20,8.00,2,200.00,4.71,194.46,196.91,,195.18,-0.30,-0.88,48.70,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,20.00,-1,327.00,1.40,1,0,0,0,0,19.72,1,0,1,,
707050,43,0,0,43,1,43,49040,1,1,1,2.00,0.20,8.00,2,200.00,2.76,197.60,196.82,,197.13,-0.38,0.02,51.39,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,329.00,1.40,1,0,0,0,0,37.67,1,0,1,,
708070,43,0,0,43,1,43,49040,1,1,1,2.00,0.20,8.00,2,200.00,3.28,201.04,196.78,,196.95,-0.12,-0.95,23.22,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,20.00,-1,329.00,1.40,1,0,0,0,0,19.63,1,0,1,,
709050,43,0,0,43,1,43,49040,1,1,1,2.00,0.20,8.00,2,200.00,1.55,203.46,196.88,,198.55,0.29,-0.91,50.76,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,20.00,-1,330.00,1.40,1,0,0,0,0,36.91,1,0,1,,
710056,43,0,0,43,1,43,49040,1,1,1,2.00,0.20,8.00,2,200.00,3.50,205.85,197.15,,196.65,-0.58,-0.57,136.02,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,21.00,-1,328.00,1.40,1,0,0,0,0,36.91,1,0,1,,
711050,43,0,0,43,1,44,49040,1,1,1,2.00,0.20,8.00,2,200.00,1.62,207.76,197.20,,198.62,-0.67,0.13,50.90,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,20.00,-1,329.00,1.40,1,0,0,0,0,19.72,1,0,1,,
712050,43,0,0,43,1,43,49040,1,1,1,2.00,0.20,8.00,2,200.00,2.20,209.70,197.36,,197.88,-0.11,-0.56,102.50,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,21.00,-1,328.00,1.40,1,0,0,0,0,36.76,1,0,1,,
713050,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,1.66,212.36,197.32,,198.67,-0.21,-0.90,49.43,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,20.00,-1,328.00,1.40,1,0,0,0,0,19.72,1,0,1,,
714050,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,2.14,214.07,197.51,,197.99,-1.44,-1.00,51.64,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,21.00,-1,327.00,1.40,1,0,0,0,0,19.72,1,0,1,,
715051,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,1.24,215.09,197.70,,199.05,0.39,-0.42,49.23,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,20.00,-1,327.00,1.40,1,0,0,0,0,37.73,1,0,1,,
716050,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,1.37,217.03,197.83,,198.60,0.32,-0.49,51.45,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,46.00,46.00,20.00,-1,326.00,1.40,1,0,0,0,0,18.20,1,0,1,,
717050,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,0.38,217.99,198.01,,199.60,-2.04,0.18,49.59,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,328.00,1.40,1,0,0,0,0,37.19,1,0,1,,
718050,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,-0.56,217.89,198.28,,200.76,-0.37,-0.35,51.36,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,327.00,1.40,1,0,0,0,0,37.19,1,0,1,,
719070,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,1.55,218.58,198.53,,198.67,0.66,-1.26,23.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,326.00,1.40,1,0,0,0,0,37.19,1,0,1,,
720050,47,0,0,47,1,47,57440,1,1,1,2.00,0.20,8.00,2,200.00,-0.63,218.45,198.73,,200.63,-0.76,0.46,48.80,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,328.00,1.50,1,0,0,0,0,19.69,1,0,1,,
721050,47,0,0,47,0,41,0,1,1,1,2.00,0.20,8.00,2,200.00,-1.05,218.33,198.93,,201.01,-1.30,-0.34,23.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,328.00,1.50,1,0,0,0,0,19.63,1,0,1,,
722050,41,0,0,41,1,41,373,1,1,1,2.00,0.20,8.00,2,200.00,-1.72,216.95,199.32,,201.69,0.13,-0.18,48.90,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,326.00,1.40,1,0,0,0,0,19.63,1,0,1,,
723050,41,0,0,41,1,41,373,1,1,1,2.00,0.20,8.00,2,200.00,-0.65,215.79,199.71,,200.20,-0.64,0.44,105.22,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,327.00,1.40,1,0,0,0,0,19.63,1,0,1,,
724050,41,0,0,41,1,41,373,1,1,1,2.00,0.20,8.00,2,200.00,-0.92,214.84,199.87,,200.94,-2.71,1.13,49.59,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,327.00,1.40,1,0,0,0,0,19.63,1,0,1,,
725050,41,0,0,41,1,39,373,1,1,1,2.00,0.20,8.00,2,200.00,-1.81,213.00,200.22,,201.64,-1.45,-0.20,51.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,325.00,1.30,1,0,0,0,0,19.63,1,0,1,,
726050,41,0,0,41,1,41,373,1,1,1,2.00,0.20,8.00,2,200.00,-1.57,212.08,200.36,,201.52,-0.23,0.47,48.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,323.00,1.30,1,0,0,0,0,19.63,1,0,1,,
727050,41,0,0,41,1,39,373,1,1,1,2.00,0.20,8.00,2,200.00,-1.13,211.09,200.49,,201.14,-1.65,-0.31,50.64,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,324.00,1.30,1,0,0,0,0,32.61,1,0,1,,
728050,41,0,0,41,1,41,373,1,1,1,2.00,0.20,8.00,2,200.00,-2.08,208.84,200.74,,202.12,-1.03,0.17,52.15,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,20.00,-1,323.00,1.20,1,0,0,0,0,32.61,1,0,1,,
729050,37,0,0,37,1,36,7861,1,1,1,2.00,0.20,8.00,2,200.00,-2.64,206.05,201.09,,202.49,-1.43,0.17,49.46,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,323.00,1.20,1,0,0,0,0,32.61,1,0,1,,
730070,37,0,0,37,1,37,7861,1,1,1,2.00,0.20,8.00,2,200.00,-2.55,203.95,201.28,,202.59,-0.82,-0.05,24.12,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,324.00,1.20,1,0,0,0,0,32.61,1,0,1,,
731051,37,0,0,37,1,37,7861,1,1,1,2.00,0.20,8.00,2,200.00,-2.06,201.83,201.43,,202.28,-1.12,-0.69,48.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,46.00,46.00,21.00,-1,324.00,1.20,1,0,0,0,0,31.67,1,0,1,,
732050,37,0,0,37,1,37,7861,1,1,1,2.00,0.20,8.00,2,200.00,-1.97,200.07,201.56,,201.70,-1.88,1.10,23.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,46.00,46.00,21.00,-1,323.00,1.20,1,0,0,0,0,31.67,1,0,1,,
733050,37,0,0,37,1,37,7861,1,1,1,2.00,0.20,8.00,2,200.00,-1.61,198.40,201.57,,201.46,-1.29,0.51,48.88,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,46.00,46.00,20.00,-1,322.00,1.30,1,0,0,0,0,31.67,1,0,1,,
734050,37,0,0,37,1,37,7861,1,1,1,2.00,0.20,8.00,2,200.00,-0.84,196.88,201.60,,201.09,-0.26,-0.03,105.09,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,46.00,46.00,21.00,-1,323.00,1.30,1,0,0,0,0,31.67,1,0,1,,
735050,37,0,0,37,2,42,0,1,1,1,2.00,0.20,8.00,2,200.00,1.78,197.30,201.41,,197.93,-1.17,0.70,49.49,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,46.00,46.00,20.00,-1,323.00,1.30,1,0,0,0,0,31.67,1,0,1,,
736050,41,0,0,41,1,33,14504,1,1,1,2.00,0.20,8.00,2,200.00,-3.01,195.46,201.24,,203.08,-2.05,-0.42,49.50,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,46.00,46.00,20.00,-1,325.00,1.30,1,0,0,0,0,31.67,1,0,1,,
737050,34,0,0,34,1,33,15504,1,1,1,2.00,0.20,8.00,2,200.00,-2.05,192.76,201.56,,201.88,-0.17,0.56,50.63,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,46.00,46.00,21.00,-1,323.00,1.30,1,0,0,0,0,29.20,1,0,1,,
738050,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,-2.84,189.88,201.71,,202.74,-0.92,-1.18,48.77,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.60,46.00,46.00,20.00,-1,324.00,1.30,1,0,0,0,0,29.20,1,0,1,,
739050,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,-0.68,188.77,201.68,,200.68,-2.36,2.05,51.19,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.60,46.00,46.00,21.00,-1,326.00,1.30,1,0,0,0,0,29.20,1,0,1,,
740050,34,0,0,34,1,35,15504,1,1,1,2.00,0.20,8.00,2,200.00,-1.33,187.54,201.49,,201.55,-1.85,-0.66,49.66,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.60,46.00,46.00,21.00,-1,326.00,1.30,1,0,0,0,0,29.20,1,0,1,,
741069,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,-0.52,186.92,201.42,,200.51,0.75,0.10,23.95,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.60,46.00,46.00,21.00,-1,322.00,1.30,1,0,0,0,0,29.20,1,0,1,,
742050,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,0.35,187.32,201.17,,199.58,-2.12,0.71,48.93,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.60,46.00,46.00,21.00,-1,324.00,1.30,1,0,0,0,0,29.20,1,0,1,,
743057,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,-0.70,186.56,201.04,,200.58,-2.46,0.99,137.06,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.60,46.00,46.00,21.00,-1,325.00,1.30,1,0,0,0,0,9.17,1,0,1,,
744050,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,-0.81,185.73,200.99,,200.68,-0.53,-0.78,51.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.60,46.00,46.00,20.00,-1,323.00,1.40,1,0,0,0,0,29.38,1,0,1,,
745050,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,-0.70,184.94,200.94,,200.84,-0.63,0.47,100.32,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,46.00,46.00,21.00,-1,324.00,1.40,1,0,0,0,0,29.38,1,0,1,,
746050,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,0.40,185.14,200.81,,199.88,-2.11,0.06,50.73,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,46.00,46.00,21.00,-1,326.00,1.40,1,0,0,0,0,29.38,1,0,1,,
747051,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,-0.16,185.27,200.62,,200.20,-1.63,0.24,49.22,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,46.00,46.00,20.00,-1,325.00,1.40,1,0,0,0,0,28.38,1,0,1,,
748050,34,0,0,34,1,34,15504,1,1,1,2.00,0.20,8.00,2,200.00,0.88,185.69,200.52,,198.86,-0.51,-0.40,50.58,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,46.00,46.00,21.00,-1,324.00,1.40,1,0,0,0,0,28.38,1,0,1,,
749050,39,0,0,39,2,47,0,1,1,1,2.00,0.20,8.00,2,200.00,4.19,188.49,200.11,,196.00,-1.45,0.95,48.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,46.00,46.00,20.00,-1,325.00,1.60,1,0,0,0,0,26.79,1,0,1,,
750050,47,0,0,47,1,36,28554,1,1,1,2.00,0.20,8.00,2,200.00,-0.55,189.10,199.78,,200.89,-1.69,-0.64,51.60,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,2.32,46.00,21.00,-1,326.00,1.60,1,0,0,0,0,26.79,1,0,1,,
751050,37,0,0,37,1,37,29604,1,1,1,2.00,0.20,8.00,2,200.00,-0.37,188.39,199.98,,199.98,-1.25,0.95,48.82,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,2.32,46.00,20.00,-1,326.00,1.60,1,0,0,0,0,12.19,1,0,1,,
752070,37,0,0,37,2,45,0,1,1,1,2.00,0.20,8.00,2,200.00,3.24,190.87,199.69,,196.87,-1.22,0.53,23.53,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,324.00,1.60,1,0,0,0,0,24.51,1,0,1,,
753050,45,0,0,45,1,45,31604,1,1,1,2.00,0.20,8.00,2,200.00,1.85,192.38,199.39,,198.28,-2.23,-0.44,51.38,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,326.00,1.60,1,0,0,0,0,24.14,1,0,1,,
754070,45,0,0,45,1,45,31604,1,1,1,2.00,0.20,8.00,2,200.00,1.77,194.36,199.20,,198.30,-0.96,0.31,23.21,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,20.00,-1,326.00,1.60,1,0,0,0,0,24.14,1,0,1,,
755050,39,0,0,39,1,41,33854,1,1,1,2.00,0.20,8.00,2,200.00,1.74,195.44,199.12,,198.40,-0.52,-0.46,50.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,324.00,1.60,1,0,0,0,0,23.90,1,0,1,,
756057,39,0,0,39,1,39,33854,1,1,1,2.00,0.20,8.00,2,200.00,2.24,197.31,198.97,,197.99,-1.39,0.28,135.57,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,324.00,1.60,1,0,0,0,0,12.19,1,0,1,,
757050,39,0,0,39,1,40,33854,1,1,1,2.00,0.20,8.00,2,200.00,0.30,197.85,198.97,,199.84,-1.84,-0.21,51.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,326.00,1.70,1,0,0,0,0,12.19,1,0,1,,
758050,39,0,0,39,1,39,33854,1,1,1,2.00,0.20,8.00,2,200.00,0.19,198.16,199.11,,199.38,-1.03,0.19,103.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,325.00,1.70,1,0,0,0,0,12.19,1,0,1,,
759050,39,0,0,39,1,39,33854,1,1,1,2.00,0.20,8.00,2,200.00,1.07,198.85,199.12,,198.96,-0.97,0.36,51.27,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,324.00,1.70,1,0,0,0,0,22.65,1,0,1,,
760050,39,0,0,39,1,39,33854,1,1,1,2.00,0.20,8.00,2,200.00,0.82,199.61,199.15,,199.02,-1.75,0.47,52.07,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,324.00,1.70,1,0,0,0,0,21.88,1,0,1,,
761050,39,0,0,39,1,39,33854,1,1,1,2.00,0.20,8.00,2,200.00,0.98,200.64,199.10,,199.08,-0.85,-0.82,49.65,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,20.00,-1,325.00,1.70,1,0,0,0,0,21.88,1,0,1,,
762050,39,0,0,39,1,41,33854,1,1,1,2.00,0.20,8.00,2,200.00,0.46,201.33,199.18,,199.49,-0.46,-0.14,51.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,20.00,-1,324.00,1.70,1,0,0,0,0,21.88,1,0,1,,
763051,43,0,0,43,1,43,41854,1,1,1,2.00,0.20,8.00,2,200.00,1.19,203.19,199.05,,198.84,-1.14,-0.30,47.43,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,20.00,-1,324.00,1.70,1,0,0,0,0,21.88,1,0,1,,
764050,43,0,0,43,1,43,41854,1,1,1,2.00,0.20,8.00,2,200.00,1.03,204.19,199.00,,198.85,-0.78,0.02,51.29,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,324.00,1.70,1,0,0,0,0,20.12,1,0,1,,
765069,43,0,0,43,1,43,41854,1,1,1,2.00,0.20,8.00,2,200.00,-0.78,203.86,199.13,,200.09,-1.36,0.02,23.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,20.00,-1,323.00,1.70,1,0,0,0,0,20.12,1,0,1,,
766050,43,0,0,43,1,43,41854,1,1,1,2.00,0.20,8.00,2,200.00,0.27,204.28,199.20,,199.61,-1.56,1.10,50.80,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,2.32,46.00,21.00,-1,324.00,1.70,1,0,0,0,0,19.20,1,0,1,,
767056,43,0,0,43,1,43,41854,1,1,1,2.00,0.20,8.00,2,200.00,1.52,205.42,199.18,,198.05,-1.26,0.60,137.59,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,2.32,46.00,21.00,-1,324.00,1.70,1,0,0,0,0,18.44,1,0,1,,
768050,43,0,0,43,1,40,41854,1,1,1,2.00,0.20,8.00,2,200.00,-0.16,205.86,199.13,,200.21,-0.97,-1.11,49.45,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,2.32,46.00,20.00,-1,325.00,1.50,1,0,0,0,0,18.29,1,0,1,,
769050,43,0,0,43,1,43,41854,1,1,1,2.00,0.20,8.00,2,200.00,0.83,206.00,199.26,,199.25,-0.56,-0.19,99.88,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.70,2.32,46.00,20.00,-1,323.00,1.50,1,0,0,0,0,18.29,1,0,1,,
