Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,,yaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position,
79057,0,0,0,0,1,0,44050,1,1,1,2.00,0.20,8.00,0,0.00,0.00,0.00,96.60,,97.23,10.61,-8.06,129.33,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,19.00,-1,32.00,1.10,1,0,0,0,0,10.67,1,0,1,,
80050,0,0,0,0,1,0,44050,1,1,1,2.00,0.20,8.00,0,0.00,0.00,0.00,96.60,,96.86,10.87,-7.99,49.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,19.00,-1,33.00,1.10,1,0,0,0,0,10.67,1,0,1,,
81050,0,0,0,0,1,0,44050,1,1,1,2.00,0.20,8.00,0,0.00,0.00,0.00,96.43,,96.84,10.30,-7.30,105.57,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,19.00,-1,33.00,1.10,1,0,0,0,0,10.67,1,0,1,,
82050,0,0,0,0,1,0,44050,1,1,1,2.00,0.20,8.00,0,0.00,0.00,0.00,96.44,,94.95,11.48,-8.63,48.89,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,21.00,-1,32.00,1.10,1,0,0,0,0,10.67,1,0,1,,
83050,0,0,0,0,1,0,44050,1,1,1,2.00,0.20,8.00,2,95.00,-2.64,-1.75,96.41,,97.83,10.55,-8.65,51.66,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,32.00,1.00,1,0,0,0,0,10.67,1,0,1,,
84050,0,0,0,0,1,0,44050,1,1,1,2.00,0.20,8.00,2,95.00,-0.89,-2.47,96.43,,95.78,11.41,-8.65,49.29,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,33.00,1.00,1,0,0,0,0,10.67,1,0,1,,
85050,0,0,0,0,1,0,44050,1,1,1,2.00,0.20,8.00,2,95.00,1.64,-0.78,96.15,,92.69,11.33,-8.04,50.67,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,33.00,1.00,1,0,0,0,0,10.67,1,0,1,,
86050,6,0,0,6,1,6,20271,1,1,1,2.00,0.20,8.00,2,95.00,2.17,1.18,95.63,,92.38,11.35,-8.92,48.27,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,34.00,1.00,1,0,0,0,0,10.67,1,0,1,,
87050,2,0,0,2,1,2,21271,1,1,1,2.00,0.20,8.00,2,95.00,1.51,2.19,95.39,,93.58,10.81,-8.23,50.70,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,34.00,1.00,1,0,0,0,0,84.40,1,0,1,,
88070,2,0,0,2,1,2,21271,1,1,1,2.00,0.20,8.00,2,95.00,1.82,3.80,95.11,,93.13,10.66,-8.11,23.65,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,35.00,1.00,1,0,0,0,0,40.72,1,0,1,,
89050,2,0,0,2,2,8,0,1,1,1,2.00,0.20,8.00,2,95.00,2.46,6.10,94.63,,92.58,11.13,-9.15,48.82,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,36.00,1.00,1,0,0,0,0,40.72,1,0,1,,
90050,8,0,0,8,1,8,23714,1,1,1,2.00,0.20,8.00,2,95.00,2.03,8.50,94.31,,92.66,12.38,-8.56,23.57,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.20,45.20,19.00,-1,36.00,1.00,1,0,0,0,0,19.69,1,0,1,,
91051,8,0,0,8,1,8,23714,1,1,1,2.00,0.20,8.00,2,95.00,2.81,10.77,94.02,,92.32,11.10,-8.72,48.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,19.00,-1,36.00,1.80,1,0,0,0,0,19.69,1,0,1,,
92050,8,0,0,8,1,8,23714,1,1,1,2.00,0.20,8.00,2,95.00,3.26,14.30,93.53,,91.50,11.63,-8.22,113.58,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,19.00,-1,37.00,1.80,1,0,0,0,0,10.70,1,0,1,,
93050,14,0,0,14,1,9,27214,1,1,1,2.00,0.20,8.00,2,95.00,2.80,17.88,93.15,,92.22,12.47,-9.43,48.28,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,19.00,-1,37.00,1.80,1,0,0,0,0,10.70,1,0,1,,
94050,10,0,0,10,0,4,0,1,1,1,2.00,0.20,8.00,2,95.00,0.26,18.96,93.13,,93.90,13.29,-9.03,50.91,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.20,45.20,21.00,-1,37.00,1.80,1,0,0,0,0,84.46,1,0,1,,
95050,10,0,0,10,1,10,29164,1,1,1,2.00,0.20,8.00,2,95.00,4.00,22.62,92.87,,91.00,12.51,-9.38,48.69,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.20,45.20,19.00,-1,38.00,1.80,1,0,0,0,0,37.80,1,0,1,,
96050,21,0,0,21,1,21,30464,1,1,1,2.00,0.20,8.00,2,95.00,4.59,28.71,92.32,,90.45,12.28,-9.62,48.83,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.20,45.20,19.00,-1,38.00,1.00,1,0,0,0,0,21.15,1,0,1,,
97050,16,0,0,16,1,16,31371,1,1,1,2.00,0.20,8.00,2,95.00,4.51,33.05,92.04,,90.46,12.44,-9.14,51.41,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.20,45.20,21.00,-1,37.00,1.00,1,0,0,0,0,21.15,1,0,1,,
98050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,2.75,35.31,92.06,,92.17,12.30,-8.78,49.61,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.20,45.20,19.00,-1,37.00,1.00,1,0,0,0,0,15.18,1,0,1,,
99069,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,1.60,37.41,92.08,,92.66,12.53,-9.30,24.07,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.20,45.20,19.00,-1,36.00,1.10,1,0,0,0,0,84.19,1,0,1,,
100050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,1.01,39.16,92.20,,93.82,12.20,-8.34,48.24,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,19.00,-1,36.00,1.10,1,0,0,0,0,0.00,1,0,1,,
101050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,2.99,42.45,92.26,,92.33,11.51,-9.01,23.55,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,21.00,-1,36.00,1.20,1,0,0,0,0,84.19,1,0,1,,
102050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,2.07,44.77,92.31,,93.17,11.21,-8.16,49.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,21.00,-1,35.00,1.20,1,0,0,0,0,84.19,1,0,1,,
103050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,1.00,45.75,92.47,,94.06,10.56,-7.97,104.73,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,21.00,-1,35.00,1.20,1,0,0,0,0,84.19,1,0,1,,
104050,11,0,0,11,1,10,32314,1,1,1,2.00,0.20,8.00,2,95.00,-0.47,45.96,92.81,,95.44,11.52,-8.96,51.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,36.00,1.20,1,0,0,0,0,84.19,1,0,1,,
105050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,2.52,47.92,92.95,,92.44,12.57,-8.60,48.59,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,19.00,-1,36.00,1.20,1,0,0,0,0,84.19,1,0,1,,
106050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,1.08,49.82,92.96,,93.55,12.53,-9.19,51.28,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,19.00,-1,35.00,1.20,1,0,0,0,0,83.64,1,0,1,,
107051,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,0.02,50.75,93.25,,94.97,11.88,-9.47,49.47,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,36.00,1.20,1,0,0,0,0,83.64,1,0,1,,
108050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,1.22,52.30,93.32,,93.93,11.99,-9.06,51.94,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,36.00,1.20,1,0,0,0,0,83.64,1,0,1,,
109050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,0.23,52.23,93.67,,93.36,11.74,-9.45,49.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,35.00,1.30,1,0,0,0,0,83.76,1,0,1,,
110069,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,0.70,53.58,93.64,,95.29,10.31,-8.04,24.09,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,19.00,-1,35.00,1.30,1,0,0,0,0,37.70,1,0,1,,
111050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-1.38,52.96,93.92,,96.88,11.76,-8.75,49.00,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,19.00,-1,35.00,1.30,1,0,0,0,0,21.21,1,0,1,,
112050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-0.08,53.47,94.05,,95.19,11.68,-7.34,23.59,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,19.00,-1,36.00,1.40,1,0,0,0,0,21.21,1,0,1,,
113050,11,0,0,11,1,15,32314,1,1,1,2.00,0.20,8.00,2,95.00,2.09,55.79,93.87,,93.27,10.96,-8.57,51.39,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,19.00,-1,36.00,1.40,1,0,0,0,0,21.21,1,0,1,,
114050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-0.85,54.96,94.11,,95.95,11.01,-8.87,110.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,19.00,-1,36.00,1.40,1,0,0,0,0,13.69,1,0,1,,
115050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-0.19,54.13,94.46,,94.91,11.97,-8.76,51.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,35.00,1.40,1,0,0,0,0,13.69,1,0,1,,
116050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,0.98,55.49,94.31,,94.09,11.19,-7.96,48.93,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,19.00,-1,35.00,1.40,1,0,0,0,0,13.69,1,0,1,,
117050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,0.62,56.45,94.22,,94.64,11.56,-8.48,50.65,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,19.00,-1,35.00,1.40,1,0,0,0,0,13.69,1,0,1,,
118050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-0.07,57.25,94.25,,95.48,10.55,-8.55,48.15,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,34.00,1.40,1,0,0,0,0,9.14,1,0,1,,
119050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,0.65,58.18,94.29,,94.28,11.94,-8.98,50.66,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,33.00,1.40,1,0,0,0,0,9.14,1,0,1,,
120050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-2.07,56.89,94.47,,96.98,11.23,-8.83,52.08,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,20.00,-1,33.00,1.30,1,0,0,0,0,9.14,1,0,1,,
121070,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-1.54,55.58,94.90,,96.73,11.64,-8.81,23.51,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,32.00,1.30,1,0,0,0,0,9.14,1,0,1,,
122050,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-0.03,54.35,95.20,,95.09,10.48,-8.33,51.48,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,0.00,1.30,1,0,0,0,0,82.36,1,0,1,,
123057,11,0,0,11,1,11,32314,1,1,1,2.00,0.20,8.00,2,95.00,-1.19,52.98,95.43,,96.10,10.25,-7.18,133.19,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,34.00,1.20,1,0,0,0,0,82.36,1,0,1,,
124050,11,0,0,11,0,5,0,1,1,1,2.00,0.20,8.00,2,95.00,-2.76,51.09,95.62,,97.91,12.04,-8.90,52.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,19.00,-1,33.00,1.20,1,0,0,0,0,82.36,1,0,1,,
125050,10,0,0,10,1,10,59164,1,1,1,2.00,0.20,8.00,2,95.00,-0.32,51.16,95.61,,95.91,11.70,-8.77,107.07,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,19.00,-1,33.00,1.20,1,0,0,0,0,82.75,1,0,1,,
126050,10,0,0,10,1,10,59164,1,1,1,2.00,0.20,8.00,2,95.00,-0.44,50.89,95.55,,95.92,9.78,-7.46,51.87,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,32.00,1.20,1,0,0,0,0,82.75,1,0,1,,
127050,4,0,0,4,1,4,61364,1,1,1,2.00,0.20,8.00,2,95.00,-0.64,48.86,95.78,,95.83,9.71,-7.90,49.69,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,0.00,1.20,1,0,0,0,0,19.72,1,0,1,,
128050,4,0,0,4,1,5,61364,1,1,1,2.00,0.20,8.00,2,95.00,-1.44,46.73,95.95,,96.81,10.88,-7.90,48.72,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,21.00,-1,34.00,1.20,1,0,0,0,0,82.02,1,0,1,,
129050,4,0,0,4,1,5,61364,1,1,1,2.00,0.20,8.00,2,95.00,-1.12,45.49,96.02,,95.93,11.55,-8.22,52.12,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.50,45.20,45.20,19.00,-1,35.00,1.20,1,0,0,0,0,82.02,1,0,1,,
130050,4,0,0,4,1,4,61364,1,1,1,2.00,0.20,8.00,2,95.00,-1.82,44.06,96.02,,96.90,10.79,-8.74,48.89,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,34.00,1.20,1,0,0,0,0,81.93,1,0,1,,
131050,4,0,0,4,2,10,0,1,1,1,2.00,0.20,8.00,2,95.00,1.25,44.26,95.91,,93.57,10.28,-7.17,51.29,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,19.00,-1,35.00,1.20,1,0,0,0,0,37.76,1,0,1,,
132070,11,0,0,11,1,11,178,1,1,1,2.00,0.20,8.00,2,95.00,0.49,44.10,95.72,,94.32,9.94,-8.15,23.51,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,34.00,1.20,1,0,0,0,0,37.76,1,0,1,,
133050,6,0,0,6,1,6,1778,1,1,1,2.00,0.20,8.00,2,95.00,-0.50,43.16,95.58,,96.26,9.57,-8.46,51.31,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,34.00,1.20,1,0,0,0,0,37.76,1,0,1,,
134056,6,0,0,6,2,15,0,1,1,1,2.00,0.20,8.00,2,95.00,2.48,44.66,95.34,,93.64,9.56,-7.94,136.69,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,19.00,-1,33.00,1.10,1,0,0,0,0,81.75,1,0,1,,
135050,6,0,0,6,0,4,0,1,1,1,2.00,0.20,8.00,2,95.00,-2.30,42.79,95.49,,97.23,10.55,-7.67,50.70,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,33.00,1.10,1,0,0,0,0,36.30,1,0,1,,
136050,5,0,0,5,2,10,0,1,1,1,2.00,0.20,8.00,2,95.00,1.35,44.00,95.35,,94.50,9.27,-7.94,104.12,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.40,45.20,45.20,21.00,-1,32.00,1.70,1,0,0,0,0,19.72,1,0,1,,
137050,11,0,0,11,0,6,0,1,1,1,2.00,0.20,8.00,2,95.00,-1.17,44.38,95.14,,96.53,10.31,-8.22,48.96,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,19.00,-1,31.00,1.70,1,0,0,0,0,19.72,1,0,1,,
138050,7,0,0,7,1,7,6328,1,1,1,2.00,0.20,8.00,2,95.00,0.18,45.02,95.04,,94.86,10.57,-8.01,51.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,19.00,-1,32.00,1.70,1,0,0,0,0,19.72,1,0,1,,
139051,15,0,0,15,1,15,7778,1,1,1,2.00,0.20,8.00,2,95.00,2.93,48.17,94.64,,91.94,10.26,-7.03,48.83,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,19.00,-1,32.00,1.80,1,0,0,0,0,19.72,1,0,1,,
140050,15,0,0,15,1,15,7778,1,1,1,2.00,0.20,8.00,2,95.00,1.50,49.60,94.40,,93.47,10.97,-8.29,52.30,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,19.00,-1,32.00,1.80,1,0,0,0,0,19.72,1,0,1,,
141050,11,0,0,11,1,11,9735,1,1,1,2.00,0.20,8.00,2,95.00,1.42,50.45,94.35,,93.60,11.25,-8.51,49.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,21.00,-1,33.00,1.80,1,0,0,0,0,19.72,1,0,1,,
142050,11,0,0,11,1,11,9735,1,1,1,2.00,0.20,8.00,2,95.00,0.26,49.87,94.55,,93.79,11.34,-7.78,51.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,19.00,-1,33.00,1.10,1,0,0,0,0,19.72,1,0,1,,
143070,11,0,0,11,1,11,9735,1,1,1,2.00,0.20,8.00,2,95.00,0.44,50.44,94.47,,94.52,10.49,-8.21,23.51,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,20.00,-1,33.00,1.10,1,0,0,0,0,19.72,1,0,1,,
144050,11,0,0,11,1,11,9735,1,1,1,2.00,0.20,8.00,2,95.00,1.13,51.58,94.39,,93.97,10.26,-8.10,49.05,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.20,45.20,19.00,-1,34.00,1.10,1,0,0,0,0,19.72,1,0,1,,
145050,11,0,0,11,1,11,9735,1,1,1,2.00,0.20,8.00,2,95.00,1.01,52.85,94.26,,94.15,10.39,-8.82,23.69,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,45.30,45.30,20.00,-1,33.00,1.10,1,0,0,0,0,81.23,1,0,1,,
146050,11,0,0,11,1,11,9735,1,1,1,2.00,0.20,8.00,2,95.00,0.84,53.46,94.34,,93.95,10.76,-8.16,48.45,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.30,45.30,19.00,-1,34.00,1.10,1,0,0,0,0,81.23,1,0,1,,
147050,11,0,0,11,2,17,0,1,1,1,2.00,0.20,8.00,2,95.00,3.52,55.42,94.31,,92.00,10.33,-7.88,23.36,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.30,45.30,21.00,-1,34.00,1.00,1,0,0,0,0,12.16,1,0,1,,
148050,17,0,0,17,1,17,16197,1,1,1,2.00,0.20,8.00,2,95.00,2.26,57.98,93.93,,93.22,10.19,-8.27,49.75,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.30,45.30,21.00,-1,33.00,1.00,1,0,0,0,0,81.26,1,0,1,,
149050,17,0,0,17,1,17,16197,1,1,1,2.00,0.20,8.00,2,95.00,2.09,59.56,93.92,,93.39,9.30,-8.33,104.65,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.30,45.30,21.00,-1,35.00,1.00,1,0,0,0,0,18.20,1,0,1,,
150050,17,0,0,17,1,17,16197,1,1,1,2.00,0.20,8.00,2,95.00,1.23,61.78,93.78,,93.57,11.55,-7.56,48.84,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.30,45.30,19.00,-1,36.00,1.00,1,0,0,0,0,18.20,1,0,1,,
151050,17,0,0,17,1,17,16197,1,1,1,2.00,0.20,8.00,2,95.00,0.81,63.51,93.59,,94.73,11.03,-8.70,51.19,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,45.30,45.30,19.00,-1,37.00,1.00,1,0,0,0,0,18.20,1,0,1,,
152050,17,0,0,17,1,17,16197,1,1,1,2.00,0.20,8.00,2,95.00,1.66,64.81,93.75,,93.09,11.77,-8.69,51.53,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,21.00,-1,36.00,1.00,1,0,0,0,0,18.20,1,0,1,,
153050,17,0,0,17,1,17,16197,1,1,1,2.00,0.20,8.00,2,95.00,3.55,66.70,93.78,,91.02,11.98,-8.52,48.91,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,21.00,-1,36.00,1.00,1,0,0,0,0,18.20,1,0,1,,
154050,17,0,0,17,0,11,0,1,1,1,2.00,0.20,8.00,2,95.00,-1.04,66.96,93.69,,96.41,10.56,-8.04,51.77,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,19.00,-1,35.00,1.00,1,0,0,0,0,18.20,1,0,1,,
155051,12,0,0,12,2,17,0,1,1,1,2.00,0.20,8.00,2,95.00,2.47,68.60,93.76,,92.76,10.50,-8.14,49.69,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,19.00,-1,34.00,1.00,1,0,0,0,0,12.19,1,0,1,,
156069,17,0,0,17,1,17,24178,1,1,1,2.00,0.20,8.00,2,95.00,0.26,69.81,93.64,,95.57,10.69,-9.99,23.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,19.00,-1,34.00,1.00,1,0,0,0,0,12.19,1,0,1,,
157050,17,0,0,17,1,17,24178,1,1,1,2.00,0.20,8.00,2,95.00,1.94,70.23,93.95,,93.12,10.61,-7.95,48.10,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,21.00,-1,33.00,1.00,1,0,0,0,0,12.19,1,0,1,,
158050,17,0,0,17,1,17,24178,1,1,1,2.00,0.20,8.00,2,95.00,-0.04,70.40,94.12,,94.35,11.75,-7.25,23.58,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,21.00,-1,34.00,1.10,1,0,0,0,0,12.19,1,0,1,,
159050,17,0,0,17,1,17,24178,1,1,1,2.00,0.20,8.00,2,95.00,-0.29,70.86,94.12,,95.23,10.79,-7.79,49.39,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,21.00,-1,34.00,1.10,1,0,0,0,0,12.19,1,0,1,,
160050,17,0,0,17,0,12,0,1,1,1,2.00,0.20,8.00,2,95.00,-1.01,70.33,94.30,,95.60,11.50,-8.62,96.04,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,21.00,-1,34.00,1.10,1,0,0,0,0,10.67,1,0,1,,
161050,13,0,0,13,1,13,29185,1,1,1,2.00,0.20,8.00,2,95.00,1.05,70.94,94.38,,93.87,10.96,-8.10,52.02,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,19.00,-1,33.00,1.10,1,0,0,0,0,10.67,1,0,1,,
162050,13,0,0,13,1,13,29185,1,1,1,2.00,0.20,8.00,2,95.00,0.05,70.43,94.53,,94.66,11.64,-8.19,48.79,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,19.00,-1,33.00,1.10,1,0,0,0,0,10.67,1,0,1,,
163050,13,0,0,13,1,13,29185,1,1,1,2.00,0.20,8.00,2,95.00,0.22,69.82,94.74,,94.45,11.96,-7.71,51.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,19.00,-1,33.00,1.00,1,0,0,0,0,10.67,1,0,1,,
164050,13,0,0,13,1,13,29185,1,1,1,2.00,0.20,8.00,2,95.00,-0.52,68.38,94.95,,94.89,11.96,-8.08,49.06,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,19.00,-1,34.00,1.00,1,0,0,0,0,10.70,1,0,1,,
165050,13,0,0,13,1,9,29185,1,1,1,2.00,0.20,8.00,2,95.00,-2.14,67.57,94.96,,97.54,10.53,-8.64,51.67,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,19.00,-1,33.00,1.00,1,0,0,0,0,10.70,1,0,1,,
166050,8,0,0,8,1,8,34828,1,1,1,2.00,0.20,8.00,2,95.00,-0.69,65.52,95.34,,95.77,10.47,-7.71,48.20,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,19.00,-1,33.00,1.00,1,0,0,0,0,80.47,1,0,1,,
167050,8,0,0,8,1,8,34828,1,1,1,2.00,0.20,8.00,2,95.00,-1.20,64.76,95.42,,96.11,10.40,-8.73,51.15,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,45.30,45.30,19.00,-1,32.00,1.00,1,0,0,0,0,80.47,1,0,1,,
168050,8,0,0,8,1,8,34828,1,1,1,2.00,0.20,8.00,2,95.00,-0.62,64.57,95.41,,95.69,10.77,-7.92,52.00,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,19.00,-1,33.00,1.00,1,0,0,0,0,80.47,1,0,1,,
169070,8,0,0,8,1,8,34828,1,1,1,2.00,0.20,8.00,2,95.00,-0.65,63.43,95.52,,95.55,11.39,-9.11,23.26,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,19.00,-1,33.00,1.00,1,0,0,0,0,80.47,1,0,1,,
170050,8,0,0,8,2,15,0,1,1,1,2.00,0.20,8.00,2,95.00,1.30,64.29,95.34,,93.62,10.59,-7.65,50.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.30,45.30,19.00,-1,32.00,1.00,1,0,0,0,0,80.47,1,0,1,,
