Millis	m_currentPosition	m_pressedButtonDebug	m_bytesToSent	CurrentPosition	CurrentDirection	TargetPosition	MSStopped	startButton	stopButton	parkingButton	m_P	m_I	m_D	m_goalType	m_goal	m_lastError	m_errorSum	m_lastFilteredYaw		yaw	filteredYaw	pitch	roll	freq	magMin[0]	magMin[1]	magMin[2]	magMax[0]	magMax[1]	magMax[2]	m_speed	m_speed.tripMileage	m_speed.totalMileage	m_speed.waterTemp	m_lampIntensity	m_wind.apparentAngle	m_wind.apparentSpeed	m_wind.displayInKnots	m_wind.displayInMpS	m_depth.anchorAlarm	m_depth.deepAlarm	m_depth.defective	m_depth.depthBelowTransductor	m_depth.metricUnits	m_depth.shallowAlarm	m_depth.unknown	Position	
7050	-1	0	0	-1	1	-1	54	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	60.85		126.87	61.10	17.27	-175.78	50.68	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	327.00	0.90	1	0	0	0	0	22.77	1	0	1		
8050	-1	0	0	-1	1	-1	54	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	64.75		124.61	64.98	16.27	-176.80	52.06	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	327.00	0.70	1	0	0	0	0	22.77	1	0	1		
9069	-1	0	0	-1	1	-1	54	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	68.38		125.11	68.67	15.35	-174.74	23.46	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	327.00	0.70	1	0	0	0	0	15.12	1	0	1		
10050	-1	0	0	-1	1	-1	54	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	71.89		127.34	72.03	15.64	-177.99	50.78	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	327.00	0.70	1	0	0	0	0	15.12	1	0	1		
11051	31	0	0	31	2	149	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	75.31		127.93	75.44	16.22	-174.31	48.26	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	324.00	0.80	1	0	0	0	0	15.12	1	0	1		
12050	81	0	0	81	2	149	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	78.33		124.43	78.47	16.74	-177.21	50.78	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	326.00	0.80	1	0	0	0	0	10.61	1	0	1		
13050	135	0	0	135	2	149	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	81.17		126.31	81.34	16.24	-175.51	48.87	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	323.00	0.80	1	0	0	0	0	10.61	1	0	1		
14050	149	0	0	149	1	149	13550	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	83.83		123.52	83.98	15.17	-176.11	51.43	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	325.00	0.90	1	0	0	0	0	12.22	1	0	1		
15069	115	0	0	115	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	86.13		123.31	86.32	16.06	-176.76	23.69	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	325.00	0.90	1	0	0	0	0	22.77	1	0	1		
16050	67	0	0	67	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	88.52		125.67	88.66	16.51	-175.44	49.40	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	327.00	0.90	1	0	0	0	0	22.77	1	0	1		
17056	17	0	0	17	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	90.76		122.31	90.90	16.75	-176.43	147.41	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	326.00	0.90	1	0	0	0	0	22.77	1	0	1		
18050	-34	0	0	-34	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	92.86		127.90	92.99	15.08	-176.08	48.81	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	321.00	0.90	1	0	0	0	0	22.77	1	0	1		
19050	-86	0	0	-86	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	94.97		126.51	95.09	16.15	-176.17	90.58	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	323.00	0.90	1	0	0	0	0	7.71	1	0	1		
20050	-136	0	0	-136	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	96.94		125.26	97.01	16.82	-175.82	48.79	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	321.00	0.80	1	0	0	0	0	7.71	1	0	1		
21050	-185	0	0	-185	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	98.44		118.81	98.49	15.75	-175.78	51.58	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	323.00	0.80	1	0	0	0	0	10.61	1	0	1		
22050	-237	0	0	-237	0	-1351	0	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	99.87		123.14	99.93	16.35	-176.99	48.83	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	322.00	0.80	1	0	0	0	0	10.61	1	0	1		
23050	-287	0	0	-287	0	-1351	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	101.23		120.80	101.29	16.57	-175.43	52.06	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	324.00	0.90	1	0	0	0	0	10.61	1	0	1		
24050	-296	0	0	-296	1	-296	23208	0	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	102.48		121.74	102.55	16.27	-176.37	51.40	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	325.00	0.90	1	0	0	0	0	7.71	1	0	1		
25050	-278	0	0	-278	2	1204	0	0	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	103.60		122.38	103.64	16.96	-176.66	48.23	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	324.00	0.90	1	0	0	0	0	7.71	1	0	1		
26068	-226	0	0	-226	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	104.68		121.58	104.77	15.75	-175.21	24.14	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	324.00	0.90	1	0	0	0	0	7.71	1	0	1		
27051	-175	0	0	-175	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	105.72		122.57	105.77	16.19	-176.91	48.23	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	322.00	0.90	1	0	0	0	0	7.71	1	0	1		
28056	-128	0	0	-128	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	106.55		117.95	106.60	17.19	-175.48	147.06	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	323.00	0.90	1	0	0	0	0	6.22	1	0	1		
29050	-78	0	0	-78	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	107.34		119.76	107.37	16.77	-176.13	48.23	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	325.00	0.80	1	0	0	0	0	6.22	1	0	1		
30050	-23	0	0	-23	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	108.34		127.09	108.41	15.99	-176.34	92.80	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	324.00	0.80	1	0	0	0	0	25.79	1	0	1		
31050	25	0	0	25	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	109.36		121.16	109.39	16.17	-176.01	49.43	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	326.00	0.80	1	0	0	0	0	6.22	1	0	1		
32050	73	0	0	73	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	110.12		120.48	110.14	16.68	-176.33	48.88	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	326.00	0.70	1	0	0	0	0	6.22	1	0	1		
33050	125	0	0	125	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	110.69		118.63	110.72	16.04	-176.34	51.41	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	332.00	0.70	1	0	0	0	0	6.22	1	0	1		
34050	174	0	0	174	2	1204	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	111.27		119.94	111.30	15.33	-175.26	49.44	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	332.00	0.70	1	0	0	0	0	7.68	1	0	1		
35050	235	0	0	235	0	190	0	1	0	1	36.00	3.79	10.00	0	0.00	0.00	0.00	112.01		124.65	112.04	16.95	-176.89	51.38	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	332.00	0.50	1	0	0	0	0	7.68	1	0	1		
36050	195	0	0	195	0	190	0	1	1	1	36.00	3.79	10.00	0	0.00	0.00	0.00	112.59		122.69	112.63	15.60	-175.11	49.42	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	18.00	-1	331.00	0.50	1	0	0	0	0	7.68	1	0	1		
37068	184	0	0	184	0	0	0	1	1	1	36.00	3.79	0.00	0	0.00	0.00	0.00	113.20		119.60	113.23	16.04	-176.95	24.13	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	335.00	0.50	1	0	0	0	0	7.68	1	0	1		
38050	133	0	0	133	0	0	0	1	1	1	36.00	3.79	0.00	0	0.00	0.00	0.00	113.72		121.09	113.74	15.42	-175.62	48.87	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	18.00	-1	334.00	0.50	1	0	0	0	0	9.20	1	0	1		
39055	82	0	0	82	0	0	0	1	1	1	36.00	3.79	0.00	0	0.00	0.00	0.00	114.08		121.02	114.11	16.02	-175.73	148.02	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	336.00	0.50	1	0	0	0	0	9.20	1	0	1		
40050	35	0	0	35	0	0	0	1	1	1	36.00	3.79	0.00	0	0.00	0.00	0.00	114.41		119.67	114.43	16.60	-176.22	51.43	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	18.00	-1	340.00	0.50	1	0	0	0	0	9.20	1	0	1		
41050	-1	0	0	-1	1	-1	40950	1	1	1	36.00	3.79	82.00	0	0.00	0.00	0.00	114.80		120.82	114.82	14.65	-176.08	90.45	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	335.00	0.40	1	0	0	0	0	9.20	1	0	1		
42050	-1	0	0	-1	1	-1	40950	1	1	1	36.00	3.79	82.00	0	0.00	0.00	0.00	115.21		121.54	115.23	16.84	-176.50	51.36	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	18.00	-1	335.00	0.40	1	0	0	0	0	9.20	1	0	1		
43051	-1	0	0	-1	1	-1	40950	1	1	1	36.00	3.79	82.00	0	0.00	0.00	0.00	115.61		120.41	115.63	16.38	-175.14	48.84	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	18.00	-1	336.00	0.40	1	0	0	0	0	9.20	1	0	1		
44050	-1	0	0	-1	1	-1	40950	1	1	1	36.00	3.79	82.00	0	0.00	0.00	0.00	115.91		119.43	115.92	15.64	-177.05	51.41	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	338.00	0.40	1	0	0	0	0	10.70	1	0	1		
45050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.29		122.56	116.31	15.89	-175.46	48.80	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	337.00	0.40	1	0	0	0	0	10.70	1	0	1		
46050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.46		117.93	116.46	14.55	-176.39	51.42	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	339.00	0.40	1	0	0	0	0	10.70	1	0	1		
47050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.53		117.09	116.53	16.38	-176.17	48.78	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	344.00	1.20	1	0	0	0	0	10.70	1	0	1		
48050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.65		119.49	116.66	15.50	-175.48	48.86	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.50	-1.00	-1.00	17.00	-1	353.00	1.20	1	0	0	0	0	10.70	1	0	1		
49050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.72		117.45	116.72	15.12	-177.13	50.73	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	351.00	1.20	1	0	0	0	0	7.71	1	0	1		
50069	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.74		119.11	116.75	15.65	-175.76	23.55	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	349.00	1.20	1	0	0	0	0	7.71	1	0	1		
51050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.92		119.89	116.93	15.37	-176.09	50.73	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	18.00	-1	349.00	1.20	1	0	0	0	0	7.71	1	0	1		
52055	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.92		115.37	116.91	15.63	-175.97	145.18	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.40	-1.00	-1.00	17.00	-1	339.00	1.20	1	0	0	0	0	7.71	1	0	1		
53050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.70		112.38	116.69	15.26	-176.33	51.39	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	339.00	1.20	1	0	0	0	0	7.71	1	0	1		
54050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.53		115.22	116.52	15.65	-175.85	90.51	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	336.00	1.10	1	0	0	0	0	7.71	1	0	1		
55050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.35		112.29	116.34	15.76	-176.07	51.43	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	336.00	1.10	1	0	0	0	0	7.71	1	0	1		
56050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.18		114.42	116.18	15.43	-175.98	52.13	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	335.00	1.10	1	0	0	0	0	7.71	1	0	1		
57050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.10		115.13	116.10	15.50	-176.25	48.82	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	256.00	1.10	1	0	0	0	0	7.68	1	0	1		
58050	-1	0	0	-1	1	-1	40950	1	1	1	20.00	3.79	82.00	0	0.00	0.00	0.00	116.06		112.70	116.05	14.94	-176.00	51.35	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	335.00	1.10	1	0	0	0	0	7.59	1	0	1		
59051	-1	0	0	-1	1	192	40950	1	1	1	20.00	3.79	82.00	2	120.00	7.94	3.97	115.82		111.58	115.81	15.38	-175.87	49.42	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	337.00	1.10	1	0	0	0	0	7.59	1	0	1		
60050	47	0	0	47	2	164	0	1	1	1	20.00	3.79	82.00	2	120.00	5.90	9.61	115.67		114.14	115.66	15.64	-176.83	52.06	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	334.00	1.10	1	0	0	0	0	7.59	1	0	1		
61069	95	0	0	95	2	232	0	1	1	1	20.00	3.79	82.00	2	120.00	7.71	16.62	115.53		111.97	115.51	15.27	-175.59	23.56	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	335.00	1.10	1	0	0	0	0	7.68	1	0	1		
62050	141	0	0	141	2	372	0	1	1	1	20.00	3.79	82.00	2	120.00	11.89	27.20	115.20		108.16	115.17	14.97	-176.44	51.43	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	18.00	-1	256.00	1.10	1	0	0	0	0	7.68	1	0	1		
63055	191	0	0	191	2	456	0	1	1	1	20.00	3.79	82.00	2	120.00	13.50	39.79	114.76		106.69	114.73	16.83	-175.73	142.69	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.30	-1.00	-1.00	17.00	-1	336.00	1.10	1	0	0	0	0	14.87	1	0	1		
64050	239	0	0	239	2	239	0	1	0	1	20.00	3.79	82.00	2	120.00	10.77	50.74	114.37		109.15	114.35	15.01	-176.11	48.81	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	-1.00	-1.00	18.00	-1	333.00	1.10	1	0	0	0	0	14.87	1	0	1		
65050	242	0	0	242	2	242	0	1	0	1	20.00	3.79	82.00	2	120.00	8.16	63.85	114.13		112.16	114.12	14.91	-176.10	94.91	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	332.00	1.10	1	0	0	0	0	14.87	1	0	1		
66050	242	0	0	242	2	242	0	1	0	1	20.00	3.79	82.00	2	120.00	12.84	63.85	113.92		107.13	113.90	15.33	-176.08	48.84	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	18.00	-1	334.00	1.00	1	0	0	0	0	14.87	1	0	1		
67050	242	0	0	242	2	242	0	1	0	1	20.00	3.79	82.00	2	120.00	13.59	63.85	113.51		106.65	113.50	15.65	-175.48	52.13	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	334.00	1.00	1	0	0	0	0	15.24	1	0	1		
68050	242	0	0	242	2	242	0	1	0	1	20.00	3.79	82.00	2	120.00	12.15	63.85	113.11		107.80	113.09	14.59	-176.40	48.79	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	327.00	1.00	1	0	0	0	0	15.24	1	0	1		
69050	242	0	0	242	2	242	0	1	0	1	20.00	3.79	82.00	2	120.00	14.83	63.85	112.81		104.51	112.78	13.92	-175.64	50.78	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	328.00	1.00	1	0	0	0	0	15.24	1	0	1		
70050	242	0	0	242	2	242	0	1	0	1	20.00	3.79	82.00	2	120.00	19.35	63.85	112.18		100.91	112.13	16.28	-176.18	48.79	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	327.00	0.80	1	0	0	0	0	15.24	1	0	1		
71050	242	0	0	242	1	828	5064	1	0	1	20.00	3.79	82.00	2	120.00	23.71	63.85	111.38		96.30	111.33	17.46	-176.16	51.43	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	331.00	0.80	1	0	0	0	0	15.24	1	0	1		
72050	242	0	0	242	2	242	0	1	0	1	20.00	3.79	82.00	2	120.00	22.82	63.85	110.52		96.85	110.47	15.95	-176.41	51.40	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	18.00	-1	334.00	0.80	1	0	0	0	0	10.70	1	0	1		
73050	243	0	0	243	2	243	0	1	0	1	20.00	3.79	82.00	2	120.00	20.26	64.12	109.86		100.44	109.83	14.96	-175.65	48.24	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	339.00	0.90	1	0	0	0	0	10.70	1	0	1		
74068	243	0	0	243	2	243	0	1	0	1	20.00	3.79	82.00	2	120.00	14.74	64.12	109.48		106.01	109.46	15.16	-176.54	24.29	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	346.00	0.90	1	0	0	0	0	11.00	1	0	1		
75051	243	0	0	243	2	243	0	1	0	1	20.00	3.79	82.00	2	120.00	6.01	64.12	109.50		114.60	109.52	13.99	-175.96	48.80	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.20	17.30	17.30	17.00	-1	348.00	0.90	1	0	0	0	0	11.00	1	0	1		
76056	243	0	0	243	2	243	0	1	0	1	20.00	3.79	82.00	2	120.00	4.79	64.12	109.79		115.60	109.81	15.39	-176.74	143.76	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	18.00	-1	348.00	1.10	1	0	0	0	0	11.00	1	0	1		
77050	243	0	0	243	0	113	0	1	0	1	20.00	3.79	82.00	2	120.00	-3.68	64.12	110.29		124.52	110.35	14.31	-176.54	48.86	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	18.00	-1	355.00	1.10	1	0	0	0	0	11.00	1	0	1		
78050	199	0	0	199	0	-24	0	1	0	1	20.00	3.79	82.00	2	120.00	-8.01	53.03	111.22		128.41	111.28	15.40	-176.17	92.83	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	18.00	-1	352.00	1.10	1	0	0	0	0	11.00	1	0	1		
79050	157	0	0	157	0	-369	0	1	1	1	20.00	3.79	82.00	2	120.00	-18.83	35.90	112.65		138.91	112.72	15.00	-176.58	49.40	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	18.00	-1	349.00	1.10	1	0	0	0	0	10.61	1	0	1		
80050	113	0	0	113	0	-488	0	1	1	1	20.00	3.79	82.00	2	120.00	-20.92	16.33	114.26		140.50	114.33	15.28	-175.71	48.77	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	17.00	-1	350.00	1.10	1	0	0	0	0	10.61	1	0	1		
81050	68	0	0	68	0	-688	0	1	1	1	20.00	3.79	82.00	2	120.00	-25.47	-7.58	115.98		145.53	116.06	16.18	-176.60	51.43	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	18.00	-1	352.00	1.10	1	0	0	0	0	10.61	1	0	1		
82050	25	0	0	25	0	-914	0	1	1	1	20.00	3.79	82.00	2	120.00	-30.73	-36.00	117.89		151.01	118.00	14.78	-176.65	48.23	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	17.00	-1	348.00	1.20	1	0	0	0	0	10.61	1	0	1		
83050	-19	0	0	-19	0	-1064	0	1	1	1	20.00	3.79	82.00	2	120.00	-32.19	-67.62	119.93		151.82	120.05	15.02	-175.61	51.41	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	17.00	-1	341.00	1.20	1	0	0	0	0	10.61	1	0	1		
84050	-61	0	0	-61	0	-1323	0	1	1	1	20.00	3.79	82.00	2	120.00	-37.13	-104.49	122.13		157.28	122.21	15.29	-176.47	49.40	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	18.00	-1	341.00	1.20	1	0	0	0	0	10.61	1	0	1		
85068	-98	0	0	-98	0	-1421	0	1	1	1	20.00	3.79	82.00	2	120.00	-35.98	-140.58	124.20		155.85	124.37	15.30	-175.57	24.00	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	17.00	-1	342.00	1.00	1	0	0	0	0	10.61	1	0	1		
86050	-142	0	0	-142	0	-1569	0	1	1	1	20.00	3.79	82.00	2	120.00	-37.06	-177.60	126.17		156.96	126.29	16.42	-176.29	48.82	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	17.00	-1	340.00	1.00	1	0	0	0	0	9.24	1	0	1		
87056	-186	0	0	-186	0	-1750	0	1	1	1	20.00	3.79	82.00	2	120.00	-38.91	-215.29	128.06		158.88	128.20	14.49	-176.42	147.49	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.00	17.30	17.30	18.00	-1	334.00	1.00	1	0	0	0	0	9.24	1	0	1		
88050	-225	0	0	-225	0	-1797	0	1	1	1	20.00	3.79	82.00	2	120.00	-35.28	-251.73	129.86		154.53	129.95	14.02	-175.59	52.09	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	17.00	-1	334.00	0.90	1	0	0	0	0	9.24	1	0	1		
89050	-241	0	0	-241	0	-241	0	0	1	1	20.00	3.79	82.00	2	120.00	-32.61	-63.59	131.31		152.12	131.39	16.99	-175.97	92.59	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	18.00	-1	340.00	0.90	1	0	0	0	0	9.24	1	0	1		
90050	-241	0	0	-241	0	-241	0	0	1	1	20.00	3.79	82.00	2	120.00	-20.78	-63.59	132.25		140.70	132.28	16.15	-176.00	51.40	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	17.00	-1	342.00	0.90	1	0	0	0	0	9.24	1	0	1		
91051	-241	0	0	-241	1	-716	25070	0	1	1	20.00	3.79	82.00	2	120.00	-19.97	-63.59	132.76		139.99	132.78	14.90	-176.12	48.87	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	18.00	-1	336.00	0.90	1	0	0	0	0	9.24	1	0	1		
92050	-241	0	0	-241	0	-241	0	0	1	1	20.00	3.79	82.00	2	120.00	-16.65	-63.59	133.10		136.56	133.11	15.89	-176.11	50.78	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	17.00	-1	340.00	0.70	1	0	0	0	0	9.24	1	0	1		
93050	-241	0	0	-241	0	-241	0	0	1	1	20.00	3.79	82.00	2	120.00	-10.61	-63.59	133.10		130.20	133.09	14.98	-176.28	48.82	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	17.00	-1	339.00	0.70	1	0	0	0	0	9.24	1	0	1		
94050	-241	0	0	-241	0	-241	0	0	1	1	20.00	3.79	82.00	2	120.00	-6.63	-63.59	132.79		126.76	132.77	16.51	-175.94	51.40	-35.00	-14.00	-216.00	55.00	109.00	-171.00	2.10	17.30	17.30	18.00	-1	342.00	0.70	1	0	0	0	0	9.24	1	0	1		
