Millis	m_currentPosition	m_pressedButtonDebug	m_bytesToSent	CurrentPosition	CurrentDirection	TargetPosition	MSStopped	startButton	stopButton	parkingButton	m_P	m_I	m_D	m_goalType	m_goal	m_lastError	m_errorSum	m_lastFilteredYaw		yaw	filteredYaw	pitch	roll	freq	magMin[0]	magMin[1]	magMin[2]	magMax[0]	magMax[1]	magMax[2]	m_speed	m_speed.tripMileage	m_speed.totalMileage	m_speed.waterTemp	m_lampIntensity	m_wind.apparentAngle	m_wind.apparentSpeed	m_wind.displayInKnots	m_wind.displayInMpS	m_depth.anchorAlarm	m_depth.deepAlarm	m_depth.defective	m_depth.depthBelowTransductor	m_depth.metricUnits	m_depth.shallowAlarm	m_depth.unknown	Position	
192900	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	199.08		195.03	-5.52	1.22	84.77	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	184.95	1	0	1		
192950	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	199.08		194.41	-5.45	1.34	67.82	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	184.95	1	0	1		
193000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	199.08		194.02	-5.45	1.39	77.62	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	184.95	1	0	1		
193053	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		193.66	-5.35	1.40	141.64	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		193.46	-5.29	1.53	147.32	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193150	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		193.21	-5.17	1.53	66.74	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		193.05	-5.06	1.58	83.81	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193253	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		192.92	-4.91	1.67	34.41	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		192.96	-4.79	1.62	147.49	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		193.01	-4.73	1.57	66.76	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193400	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		193.04	-4.78	1.61	83.84	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193469	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.81		193.41	-4.82	1.84	26.78	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193501	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		193.70	-4.85	1.71	141.88	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		194.08	-4.82	1.62	71.67	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193600	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		194.38	-4.79	1.58	84.72	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193650	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		194.78	-4.88	1.51	67.42	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193703	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		195.43	-4.99	1.22	145.52	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	31.00	1.20	1	0	0	0	0	81.47	1	0	1		
193750	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		195.86	-5.19	1.16	82.56	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
193800	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		196.23	-5.22	1.12	76.24	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
193850	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		196.72	-5.34	1.07	66.02	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
193908	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		196.79	-5.61	1.21	29.53	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
193950	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		196.63	-5.67	1.32	147.15	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
194000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.35		196.48	-5.78	1.47	84.77	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
194050	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		196.29	-5.86	1.43	65.12	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
194100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		196.16	-5.93	1.52	76.59	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
194153	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		195.05	-5.96	1.66	147.58	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
194200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		194.45	-6.03	1.69	147.23	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	81.47	1	0	1		
194250	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		193.64	-6.08	1.71	67.48	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		193.08	-6.11	1.84	83.75	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194354	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		192.68	-6.04	1.64	34.47	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194400	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		192.79	-5.99	1.48	146.63	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	198.10		192.93	-5.87	1.21	66.76	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194500	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		193.01	-5.82	1.18	85.73	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		193.13	-5.82	1.08	58.06	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194604	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		194.15	-5.68	0.82	145.77	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	1.20	1	0	0	0	0	21.15	1	0	1		
194650	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		194.84	-5.65	0.71	83.50	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	0.50	1	0	0	0	0	21.15	1	0	1		
194700	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		195.40	-5.67	0.68	75.99	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	30.00	0.50	1	0	0	0	0	21.15	1	0	1		
194750	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		196.14	-5.52	0.67	66.45	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
194808	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		196.33	-5.51	0.70	29.73	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
194850	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		196.16	-5.57	0.83	141.80	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
194900	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		196.01	-5.63	0.96	84.63	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
194950	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.75		195.79	-5.70	1.16	66.14	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.67	-5.75	1.12	77.40	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195053	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.74	-5.72	0.99	147.67	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.77	-5.72	0.98	147.41	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195150	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.80	-5.80	1.04	66.42	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.81	-5.83	1.08	84.06	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195253	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.64	-5.93	0.96	34.38	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.38	-5.98	1.05	146.89	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		195.00	-6.03	1.22	67.08	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195400	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		194.76	-6.06	1.24	83.25	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.53		194.43	-6.15	1.19	66.07	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	21.15	1	0	1		
195504	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		194.76	-6.13	1.06	143.35	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	15.18	1	0	1		
195550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		194.97	-6.11	1.04	86.21	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	15.18	1	0	1		
195600	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		195.16	-6.08	0.96	77.66	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	15.18	1	0	1		
195650	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		195.39	-6.05	0.97	67.37	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	34.00	0.50	1	0	0	0	0	15.18	1	0	1		
195708	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		195.60	-5.99	0.97	29.43	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
195750	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		195.72	-5.96	0.93	141.08	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
195800	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		195.83	-5.87	0.93	82.29	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
195850	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		195.98	-5.83	1.01	58.02	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
195900	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		196.08	-5.80	1.14	75.62	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
195953	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.33		195.92	-5.81	1.44	34.34	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		195.62	-5.82	1.60	147.23	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196050	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		195.21	-5.78	1.96	66.77	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		194.94	-5.77	2.11	83.92	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196168	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		194.40	-5.72	2.40	26.78	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		194.18	-5.65	2.48	141.88	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196250	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		193.87	-5.68	2.65	66.70	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		193.64	-5.66	2.71	84.75	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		193.30	-5.49	2.89	66.10	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196404	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		193.14	-5.39	3.04	147.41	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		193.05	-5.34	3.04	90.48	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196500	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	197.18		192.97	-5.30	2.98	84.63	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		192.86	-5.24	2.85	66.26	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196609	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		192.80	-5.21	2.58	29.29	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196651	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		192.78	-5.17	2.46	215.89	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196700	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		192.76	-5.12	2.24	82.32	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	35.00	0.50	1	0	0	0	0	15.18	1	0	1		
196750	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		192.72	-5.13	2.03	67.71	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
196800	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		192.70	-5.17	1.87	85.91	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
196853	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		192.38	-5.25	1.57	34.50	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
196900	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		191.99	-5.35	1.67	147.32	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
196950	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		191.43	-5.47	1.65	65.67	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.86		191.06	-5.57	1.66	78.91	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197050	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.45		190.54	-5.60	1.57	66.10	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197103	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.45		191.06	-5.56	1.00	146.89	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197150	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.45		191.39	-5.61	0.70	84.40	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.45		191.65	-5.74	0.63	82.84	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197250	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.45		192.00	-5.93	0.59	67.29	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197309	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.45		191.56	-6.04	0.73	28.58	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
197350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	196.45		190.94	-6.13	0.89	147.41	-65.00	-21.00	-200.00	39.00	24.00	-156.00	2.70	0.86	-1.00	16.00	-1	33.00	0.50	1	0	0	0	0	15.18	1	0	1		
