Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,stauosressoysCosiogsitped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,,yaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,,m_P,m_I,m_D,m_goalType,m_go,_arai,y,itcroM,maMM[0],M[1]M[2]ped,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position,
56050,46,0,0,46,1,41,55350,1,1,1,2.00,0.20,1.00,2,200.00,-17.63,400.79,207.97,,217.63,2.80,-2.15,51.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.90,25.90,25.90,20.00,-1,304.00,0.60,1,0,0,0,0,186.78,1,0,1,,
57050,41,0,0,41,1,41,56300,1,1,1,2.00,0.20,1.00,2,200.00,-17.96,383.08,209.62,,218.13,2.87,-2.61,48.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.90,25.90,25.90,21.00,-1,304.00,0.60,1,0,0,0,0,186.78,1,0,1,,
58050,35,0,0,35,1,35,57800,1,1,1,2.00,0.20,1.00,2,200.00,-19.43,363.87,211.24,,219.40,2.86,-2.25,51.38,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.90,25.90,25.90,21.00,-1,302.00,1.20,1,0,0,0,0,9.08,1,0,1,,
59051,28,0,0,28,1,28,58800,1,1,1,2.00,0.20,1.00,2,200.00,-19.74,344.03,212.67,,219.86,3.30,-2.61,48.81,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.00,25.90,25.90,20.00,-1,303.00,1.20,1,0,0,0,0,186.81,1,0,1,,
60050,28,0,0,28,0,22,0,1,1,1,2.00,0.20,1.00,2,200.00,-20.60,323.66,213.95,,220.71,3.06,-2.86,50.73,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.00,25.90,25.90,20.00,-1,302.00,1.00,1,0,0,0,0,186.81,1,0,1,,
61050,22,0,0,22,1,15,60309,1,1,1,2.00,0.20,1.00,2,200.00,-21.86,302.13,215.19,,221.99,3.28,-2.57,48.84,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,20.00,-1,304.00,1.00,1,0,0,0,0,186.81,1,0,1,,
62068,15,0,0,15,0,9,0,1,1,1,2.00,0.20,1.00,2,200.00,-22.45,280.15,216.37,,222.33,2.52,-2.62,24.14,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,20.00,-1,303.00,1.00,1,0,0,0,0,186.81,1,0,1,,
63050,10,0,0,10,1,10,62300,1,1,1,2.00,0.20,1.00,2,200.00,-21.80,257.98,217.39,,221.75,3.02,-2.07,49.44,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,20.00,-1,302.00,0.80,1,0,0,0,0,186.81,1,0,1,,
64055,5,0,0,5,1,5,63800,1,1,1,2.00,0.20,1.00,2,200.00,-22.01,236.07,218.16,,221.94,2.56,-2.77,147.84,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,21.00,-1,299.00,0.80,1,0,0,0,0,8.84,1,0,1,,
65050,1,0,0,1,1,1,64750,1,1,1,2.00,0.20,1.00,2,200.00,-22.31,213.80,218.84,,222.26,2.86,-1.85,50.77,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,20.00,-1,302.00,0.80,1,0,0,0,0,8.84,1,0,1,,
